id,name,source_id
"11111","Andrew Joseph and Eric Boodman","165"
"11116","Dylan Scott and Damian Garde","165"
"11149","Ann Reid and Glenn Branch","165"
"11177","Seth Mnookin","165"
"11199","Taylor Sisk — Kaiser Health News","165"
"11287","B. Douglas Hoey","165"
"11337","Scott D. Ramsey and Veena Shankaran","165"
"11389","Jennifer Brokaw","165"
"11434","Maureen Dowd","165"
"11203","Faye Flam | Bloomberg View","165"
"11468","Gail Bagwell and Amy Thomas","165"
"11490","Ivan Oransky","165"
"11232","Richard Wilder and Melissa Levine","165"
"11277","Racquel Bracken and Camille Samuels","165"
"11371","Ahilan Sivaganesan and Matthew McGirt and Andrew Sumich and Clinton Devin","165"
"11393","Micah Johnson and Sanjay Kishore","165"
"11448","Shanoor Seervai","165"
"11455","Laurie Halloran","165"
"11293","Erin Hare","165"
"11384","Karen DaSilva","165"
"11406","Farasat A.S. Bokhari","165"
"11414","Edward J. Markey","165"
"11415","Benjamin Bearnot and Mark Eisenberg","165"
"11439","Shaun Noorian","165"
"11478","Arthur Caplan and Mike King","165"
"11494","Damian Garde and Ed Silverman","165"
"11495","Azra Raza","165"
"11496","Emily Bazar — Kaiser Health News","165"
"11515","Meghana Keshavan and Damian Garde","165"
"11572","Megan Thielking and Dylan Scott","165"
"11588","Roxanne B. Sukol","165"
"11599","Sophia Padelford","165"
"11722","Matthew Orr and Jeffery DelViscio","165"
"11734","Jonathan M. Katz","165"
"11788","Frances Southwick","165"
"11752","STAT and Boston Globe staff","165"
"11761","Tony Fong","165"
"11770","Dylan Scott and Bob Tedeschi","165"
"11773","Andrew Joseph and David Nather","165"
"12156","Site Admin","173"
"12340","Admin","174"
"12587","Zen Honeycutt","176"
"12606","Dr Kimberly Dyoco","176"
"12841","Loren Devito Phd Is A Trained Neuroscientist Science Writer. She Studied Memory The Cognitive Deficits Associated With Schizophrenia As Part Her Graduate Work At Boston University Under Howard Eichenbaum. She Conducted Post-Doctoral Work On Neurogenesis Alzheimer S Disease At The Hospital For Sick Children In Toronto On. Over The Past Years Loren Has Worked As A Science Medical Writer In The Pharmaceutical Non-Profit","172"
"12842","Health Sciences Institute","177"
"12853","A.J. Lanigan","178"
"12856","Jeffrey M. Smith","178"
"12865","Dr. David Brownstein","178"
"12867","Paul Barattiero","178"
"12881","Suresh Nair, PhD","178"
"12886","Jonathan Emord","178"
"12887","Lloyd Burrell","178"
"12898","Laura Bond","178"
"12916","Dr. Peter Dobias, DVM","178"
"12917","Dr. Frank King","178"
"12918","Dr. Thomas N. Seyfried","178"
"12926","Elena Upton","178"
"12934","Martin Mavis","145"
"12953","Condé Nast Michele Cohen Maril Arielle Pardes Nitasha Tiku Lauren Goode Alex Baker-Whitcomb Sara Harrison Adam Rogers Matt Simon Eric Niiler","185"
"12954","emedicinehealth.com","187"
"12956","usa.gov","189"
"12978","English Publisher","199"
"13006","Alexandria Hein","203"
"13013","Jo Tweedy For Mailonline","200"
"13016","Mary Kekatos Health Reporter For Dailymail.Com Dailymail.Com Reporter","200"
"13021","James Pero For Dailymail.Com","200"
"13036","Faith Ridler For Mailonline","200"
"13038","Marina Fogle For The Mail On Sunday","200"
"13039","Roger Dobson Sally Wardle For The Mail On Sunday","200"
"13044","Mail On Sunday Reporter","200"
"13052","Andy Newman","201"
"13074","usafeaturesmedia","145"
"13086","Alliance for Advanced Health Advanced Health","206"
"13092","Admin","208"
"13103","Robert Scott Bell","211"
"13128","VaxxterAdmin2","212"
"13132","GROW test","213"
"13137","Ariana","213"
"13156","Komal Narwani","218"
"13175","Charles Alvarez","218"
"13182","Steve Harry","218"
"13183","Ally Siege","218"
"13219","Jui Chakrapani","218"
"13253","Admin","223"
"13270","Midori Yoshimura","226"
"13325","Westney White","226"
"13328","JustHealthyWay","227"
"13417","Jon Bowne","234"
"13428","Kathy W. Warwick Rd Shannon Johnson","169"
"13458","Staff Writer Bill Shaikin A California Sportswriter Of The Year Honoree Covers Baseball Sports Business For The Los Angeles Times.","202"
"13242","Dave Asprey","218"
"13243","Pamela Nguyen","218"
"13266","Laurie Snyman MSW, ACSW, LCSW","226"
"13269","Jennifer Jill Schwirzer LPC","226"
"13272","Dominique Wakefield MA, CPT","226"
"13356","By Philip Galanes","201"
"13363","Raef Harrison","202"
"13399","clnAdrian","233"
"13410","Kelen McBreen","234"
"13482","Tamara Rant","233"
"13233","Ravleen Sakaria (MS, RD)","218"
"13238","Katherine Lutz","218"
"13251","Katy Doughty","222"
"13312","Brenda Davis, RD","226"
"13316","Vibrant Life","226"
"13320","Raeann Leal","226"
"13262","Randy Bivens, MD","226"
"13318","Grace Jauwena","226"
"13336","Kate Cronin","165"
"13350","Dailymail Reporter","200"
"13351","Peter Lloyd For Mailonline","200"
"13377","Eric Dubin","232"
"13379","The Doc","232"
"13385","Cynthia Sue Larson","233"
"13398","clnjoneil","233"
"13401","Aaron Weis","233"
"13449","By Emilie Le Beau Lucchesi","201"
"13450","By Andrew Jacobs","201"
"13460","Business Columnist David Lazarus Is An Award-Winning Business Columnist For The Los Angeles Times Focusing On Consumer Affairs. He Also Appears Daily On Ktla-Tv Channel Is A Part-Time Radio Host. His Work Appears In Newspapers Across The Country Has Resulted In A Variety Of Laws Protecting Consumers.","202"
"13490","Hannah Dawson For The Daily Mail","200"
"13513","Jonathan Mcevoy For The Daily Mail Peter Allen In Paris For Mailonline","200"
"13516","Dr Martin Scurr For The Daily Mail","200"
"13519","Angela Epstein For The Daily Mail","200"
"13528","By Roni Caryn Rabin","201"
"13534","Julie Halpert","201"
"13539","Valinda Riggins Nwadike Beth Sissons","169"
"13540","Owen Kramer Rachel Nall Msn","169"
"13552","Dana Brown and Elizabeth Pfiester","165"
"13562","Jeanette Pascoe Tina Persels","237"
"13563","Tina Persels Jeanette Pascoe","237"
"13564","Stephen Matthews Health Editor For Mailonline Peter Allen For Mailonline","200"
"13568","By Carl Zimmer","201"
"13597","By John Schwartz","201"
"13662","Henry J. Kaiser Family Foundation","167"
"13669","Lindsay Slowiczek","169"
"13613","James F. Peltz Has Covered Nearly Every Aspect Of National Business News Including Corporate America Wall Street Global Economic Matters For More Than Years In Los Angeles New York. Jennifer Haberkorn Covers Congress In Washington D.C. For The Los Angeles Times. She Has Reported Washington Since Spending Much Of That Time Roaming The Halls Of The U.S. Capitol. Before Arriving At The Times","202"
"13637","Ben Spencer For The Daily Mail","200"
"13639","By Amy Doyle","201"
"13653","Christopher Palmeri Jeff Green","202"
"13661","Monica Beyer","166"
"13676","Roger Dobson For The Daily Mail","200"
"13688","Bonnie Estridge For The Mail On Sunday","200"
"13692","Steve Carney","202"
"13697","Martin J. Smith","202"
"13704","Tessa Dunlop For The Mail On Sunday","200"
"13707","Walter J. O’Donnell","165"
"13715","Aaron E. Carroll","201"
"13753","Judy Mandell","201"
"13772","Debbie","167"
"13800","Mark Bittman","201"
"13749","David Gilbert For The Daily Mail","200"
"13765","Debbie  Koenig","167"
"13809","Estelle Erasmus","201"
"13825","Leora I. Horwitz","165"
"13771","Jon Johnson Holly Ernst Escrito Por Revisado Por","169"
"13783","By Estelle Erasmus","201"
"13806","Emily Deciccio","203"
"13817","Purva Singla Vrinda Rio","169"
"13837","By The New York Times","201"
"13871","Dana G. Smith","165"
"13892","By Claire Cain Miller and Margot Sanger-Katz","201"
"13905","Kelsey Francis","201"
"13914","Rachel Nall Msn Holly Ernst Escrito Por Revisado Por","169"
"13936","Vanessa Marin","201"
"13940","Sakina Kheriwala","218"
"13970","Jason C. Eck Do","187"
"13973","Dr David Unwin Katie Caldesi For The Daily Mail","200"
"13977","Dr Xand Van Tulleken Dr Chris Van Tulleken Andrew Pierce For The Daily Mail","200"
"13991","Mahesh Narayanan","165"
"14017","Jamie Eske Katherine Marengo Ldn","169"
"14051","Maryann De Pietro Mnt Medical Network","169"
"14069","Steven B. Horne","187"
"14071","Ruchi Mathur Md Frcp C","187"
"14078","Joanna Klein","201"
"14082","William Scerbo","177"
"14130","Sophie Haslett For Daily Mail Australia","200"
"14232","Taylor Lorenz","201"
"14159","Michael Cohen-Wolkowiez and Kanecia Zimmerman","165"
"14217","Patricia S. Bainter","187"
"14233","Hillary Richard","201"
"14239","Christina Sarich","262"
"14267","Joseph D. Brown","262"
"14281","Luke Sumpter","262"
"14290","Josh Mur","262"
"14291","Matthew Nicholson","262"
"14314","The Anti-Media","262"
"14341","Texas Tribune","262"
"14356","Marysia Miernowska","263"
"14359","Brandon Peele","263"
"14366","Itzhak Beery","263"
"14401","Erin Borbet","265"
"14411","Sharon","265"
"14415","Kim Witczak","265"
"14419","Joseph Aldo","265"
"14423","Robert Augustus Masters","265"
"14425","Michael P. Hengartner, PhD","265"
"14437","Kirsten Campbell","266"
"14439","Mohammed Alhouseini","266"
"14447","Escrito Por Helen West","169"
"14464","Eleanor Hayward Glen Keogh For The Daily Mail","200"
"14476","Eliza Mcphee For Daily Mail Australia Australian Associated Press","200"
"14495","Eleanor Hayward Health Reporter For The Daily Mail Stephen Matthews Health Editor For Mailonline","200"
"14532","Sally Wardle Martyn Halle For The Mail On Sunday","200"
"14533","Andrea Schulman","233"
"14553","Adam Dean and Simeon Kimmel","165"
"14564","Laura Fulcher For The Daily Mail","200"
"14566","Jane Fryer For The Daily Mail","200"
"14576","Phillip Reese","202"
"14579","Chris Fry","169"
"14600","Mihir Zaveri Katie Thomas","201"
"14610","Jessica Caporuscio Owen Kramer","169"
"14617","David Michaels","165"
"14657","Mary Pembleton","201"
"14664","Samhita K","233"
"14639","Alexander Spinelli","165"
"14700","Manos Perros","165"
"14708","Fiona Macrae For The Daily Mail","200"
"14718","Jenny Johnston For The Daily Mail","200"
"14719","Vanessa Chalmers Health Reporter For Mailonline Victoria Allen Science Correspondent For The Daily Mail","200"
"14720","Amanda Chicago Lewis","201"
"14723","David Yaffe-Bellany","201"
"14735","Danielle Dresden Alana Biggers Md","169"
"14747","SurvivorNet","203"
"14748","Jack Elsom Vanessa Chalmers For Mailonline","200"
"14749","Hannah Sparks","203"
"14775","Jennifer Worick Ross Radusky","170"
"14798","Jessica Bennett Mary Robinette Kowal","201"
"14805","Chris Iliades Justin Laube Denise Schipani Rita Colorito","170"
"14840","Gunilla Carlsson and Katie Dain and Rico Gustav","165"
"14846","Bhvishya Patel For Mailonline","200"
"14800","Christopher Mcdougall","201"
"14808","Shari Roan Thomas Marron Md Cheryl Alkon Denise Schipani","170"
"14824","choosemyplate.gov","275"
"14815","Aaron Kandola Elaine K. Luo Escrito Por Revisado Por","169"
"14841","Linda A. Malek and Khaled Mowad","165"
"14791","Jack Elsom Connor Boyd Stephen Matthews Health Editor For Mailonline","200"
"14812","Markus Macgill Daniel Murrell Escrito Por Revisado Por","169"
"14829","Anna Schaverien","201"
"14966","Jenny Rose Ryan","201"
"14866","Adam Townsend","186"
"14869","Helen Carroll For The Daily Mail","200"
"14889","Dennis J. Selkoe","165"
"14891","Gary Marcus and Max A. Little","165"
"14916","By Nadja Popovich","201"
"14929","Amanda Barrell Cynthia Cobb","169"
"14936","Tracey Cox For Mailonline","200"
"14965","Daniela J. Lamas","201"
"14985","Anjana Gosai Eve Simmons For The Mail On Sunday","200"
"14998","Corey McCann","165"
"15006","Ted Whitford","165"
"15012","Dr Bennet Omalu For The Daily Mail","200"
"15017","Jo Macfarlane Pat Hagan For The Mail On Sunday","200"
"15020","Libgalvin For The Daily Mail","200"
"15021","Leonard Sax","201"
"15027","Nicole","167"
"15063","Chris Dyer For Mailonline","200"
"15076","Jon Johnson Natalie Butler Rd","169"
"15089","Mary Kekatos Health Reporter Natalie Rahhal Deputy Health Editor For Dailymail.Com","200"
"15090","Siofra Brennan For Mailonline","200"
"15147","Jack Doyle For The Daily Mail","200"
"15153","Ross Radusky Elizabeth Millard Moira Lawler Jessica Migala","170"
"15182","By Daniel Victor","201"
"15185","Sara Manning Peskin","201"
"15186","Elizabeth Grace Saunders","201"
"15191","Brian P. Dunleavy Ingrid Strauch Anna Brooks","170"
"15227","Lisa Templeton","166"
"15274","Mia De Graaf Health Editor For Dailymail.Com Dailymail.Com Reporter","200"
"15224","Richard C. Paddock","201"
"15250","By Johnny Diaz","201"
"15252","Johnny Diaz","201"
"15294","Adam C. Urato","165"
"15306","By Michael Paulson","201"
"15329","Abgoodnough Thomas Kaplan Margot Sanger-Katz","201"
"15336","Kate Dwyer","201"
"15342","Sabrina Tavernise","201"
"15350","Leah Hardy For The Mail On Sunday","200"
"15355","Michelle Rawlins For The Daily Mail","200"
"15371","Chris Morrison","165"
"15385","Adam Carpenter For The Daily Mail","200"
"15411","Mary Kekatos Mary Kekatos Health Reporter For Dailymail.Com Associated Press","200"
"15443","Lauren Messman","201"
"15382","Simran Sethi","201"
"15470","Mary Kekatos Mary Kekatos Health Reporter Natalie Rahhal Deputy Health Editor For Dailymail.Com","200"
"15483","By Brad Stulberg","201"
"15488","Nov. 22","167"
"15538","By Abdi Latif Dahir","201"
"15588","Australian Associated Australian Associated Press","200"
"15599","Neil Genzlinger","201"
"15559","michaeljfox.org","290"
"15564","Dani Blum","201"
"15579","Dr Max Pemberton Dr Max Pemberton For The Daily Mail","200"
"15587","Laura Zigman","201"
"15561","By Susan B. Garland","201"
"15653","Vanessa Chalmers Vanessa Chalmers Health Reporter For Mailonline Ben Spencer Medical Correspondent For The Daily Mail","200"
"15668","Jessica Schiffer","201"
"15681","Mark Duell Mark Duell For Mailonline","200"
"15829","Becky Upham Jessica Migala Bonnie Taub-Dix","170"
"15848","CCR News","304"
"15852","Alexander Webb","201"
"15751","Connor Boyd Connor Boyd For Mailonline","200"
"15795","Michelle Doty and David Blumenthal","165"
"15819","Rachel Gross","201"
"15834","LaShyra Nolen","165"
"15718","Mia De Graaf Mia De Graaf Health Editor For Dailymail.Com Natalie Rahhal Deputy Health Editor For Dailymail.Com","200"
"15807","Nancy Wartik","201"
"15813","By Adam Liptak","201"
"15702","By Abby Goodnough and Margot Sanger-Katz","201"
"15739","Heather Murphy","201"
"15828","Lorraine Fisher Lorraine Fisher For The Daily Mail","200"
"15884","Shari Roan Melba Newsome Catherine Pearson","170"
"15897","","170"
"15928","By Dalmeet Singh Chawla","201"
"15945","Lauren Lollini","165"
"15946","By Erinn Salge","201"
"15952","John E. Osborn","165"
"15967","Ross Radusky Leah Groth Jessica Migala Moira Lawler","170"
"15968","Bryan Llenas","203"
"15985","Brian Mastroianni Lynn Grieger","170"
"15991","Richard Ghalie","165"
"15997","By Tammy Rabideau","201"
"16055","李宗翰","166"
"16086","Matthew Herper and Damian Garde and Rebecca Robbins and Adam Feuerstein","165"
"16200","By Javier C. Hernández","201"
"16270","healthychildren.org","316"
"16274","By Caity Weaver","201"
"16001","By Isabella Kwai","201"
"16041","By Catherine LeClair","201"
"16152","bu.edu","314"
"16213","By Erin Griffith and Peter Eavis","201"
"16218","Erin Brodwin and Matthew Herper","165"
"16232","Ava Wadaby","218"
"16153","By ERINNE MAGEE","201"
"16231","By Christine Hemp","201"
"16241","Jennifer Meyer","165"
"16245","Andrew Keiper","203"
"16000","Alicia Acuna","203"
"16016","By Sheila Kaplan and Maggie Haberman","201"
"16021","Josiah Zayner","165"
"16068","CCR News","312"
"16110","By Mike Baker","201"
"16120","Avery Miles Shari Roan Catherine Pearson","170"
"16225","Becky Upham Lisa Rapaport Mikel Theobald","170"
"16310","Shaun Khoo","165"
"16311","Andy Sahadeo","203"
"16312","polyb1123","167"
"16314","Feb. 3","167"
"16325","ruralhealthinfo.org","318"
"18817","Tara Haelle","165"
"18820","Javier C. Hernández and Sui-Lee Wee","201"
"18826","Apoorva Chandra","163"
"18827","Robert Killeen","163"
"18828","Mark Burkard","163"
"18831","Liz Scherer Thomas Urban Marron Md Ashley Welch Shari Roan Brianna Majsiak Becky Upham Don Rauf Erica Patino Katherine Lee","170"
"18832","Lisa Rapaport Ashley Welch Kaitlin Sullivan Vanessa Etienne Kerry Weiss","170"
"18842","Julie Marks Alexa Meara Colleen De Bellefonds Kerry Weiss","170"
"18852","Jordan M. Davidson Lisa Rapaport Ashley Welch Kaitlin Sullivan Vanessa Etienne Kerry Weiss","170"
"18853","Erin Brodwin and Katie Palmer","165"
"18869","Neil  Osterweil","338"
"18890","Sonali Gupta","201"
"18915","Sharon LaFraniere, Noah Weiland and Sheryl Gay Stolberg","201"
"18959","Vladimir Kogan and Vinay Prasad","165"
"18964","Agata Blaszczak-Boxe Justin Laube Sarah Choueiry Simkin Colleen De Bellefonds Jill Waldbieser Natalie Sparacio","170"
"18966","Noah Weiland, Katie Thomas and Carl Zimmer","201"
"18991","Maggie Parker","201"
