id,method_id,annotation_type_id,annotation_category,entity_type,entity_id,value,created_at,updated_at
"331456","9","6","prediction","articles","308647","{""claims"": [{""rating"": ""unknown"", ""stance"": ""contradicting"", ""claim_id"": 2048, ""presence"": ""yes"", ""stance_score"": 0.9608812928199768, ""presence_score"": 0.43065671327035027, ""partial_veracity"": ""unknown""}, {""rating"": ""true"", ""stance"": ""contradicting"", ""claim_id"": 4593, ""presence"": ""yes"", ""stance_score"": 0.9197014570236206, ""presence_score"": 0.4609729537684259, ""partial_veracity"": ""false""}]}","2020-03-08 18:19:11.642499+01","2022-03-09 23:09:31.001227+01"
"488155","9","6","prediction","articles","947404","{""claims"": []}","2020-11-10 01:07:05.844317+01","2022-03-10 01:59:41.367411+01"
"314007","9","6","prediction","articles","275555","{""claims"": [{""rating"": ""unknown"", ""stance"": ""contradicting"", ""claim_id"": 2048, ""presence"": ""yes"", ""stance_score"": 0.8973011374473572, ""presence_score"": 0.5952489929312795, ""partial_veracity"": ""unknown""}, {""rating"": ""true"", ""stance"": ""contradicting"", ""claim_id"": 4593, ""presence"": ""yes"", ""stance_score"": 0.9065573215484619, ""presence_score"": 0.6041621848371708, ""partial_veracity"": ""false""}]}","2020-03-08 15:44:13.383371+01","2022-03-09 23:06:14.648265+01"
"378208","9","6","prediction","articles","259286","{""claims"": [{""rating"": ""unknown"", ""stance"": ""contradicting"", ""claim_id"": 2048, ""presence"": ""yes"", ""stance_score"": 0.7175395488739014, ""presence_score"": 0.4323571122166971, ""partial_veracity"": ""unknown""}, {""rating"": ""true"", ""stance"": ""contradicting"", ""claim_id"": 4593, ""presence"": ""yes"", ""stance_score"": 0.8265537619590759, ""presence_score"": 0.44986129085193177, ""partial_veracity"": ""false""}]}","2020-03-08 23:59:03.857574+01","2022-03-10 01:59:45.536553+01"
"365705","9","6","prediction","articles","373960","{""claims"": []}","2020-03-08 22:43:12.980588+01","2022-03-09 23:07:09.996688+01"
"378296","9","6","prediction","articles","259471","{""claims"": []}","2020-03-08 23:59:42.83389+01","2022-03-10 02:02:34.116138+01"
"378248","9","6","prediction","articles","259371","{""claims"": [{""rating"": ""unknown"", ""stance"": ""neutral"", ""claim_id"": 2048, ""presence"": ""yes"", ""stance_score"": 0.6493657827377319, ""presence_score"": 0.39929892487751384, ""partial_veracity"": ""unknown""}, {""rating"": ""false"", ""stance"": ""supporting"", ""claim_id"": 399, ""presence"": ""yes"", ""stance_score"": 0.9366955757141113, ""presence_score"": 0.6127747119926035, ""partial_veracity"": ""false""}, {""rating"": ""true"", ""stance"": ""neutral"", ""claim_id"": 4593, ""presence"": ""yes"", ""stance_score"": 0.5296869277954102, ""presence_score"": 0.38554022281205164, ""partial_veracity"": ""unknown""}]}","2020-03-08 23:59:23.022685+01","2022-03-10 02:01:23.466149+01"
"378300","9","6","prediction","articles","259479","{""claims"": [{""rating"": ""false"", ""stance"": ""contradicting"", ""claim_id"": 2534, ""presence"": ""yes"", ""stance_score"": 0.5475378036499023, ""presence_score"": 0.4221472324231888, ""partial_veracity"": ""true""}, {""rating"": ""unknown"", ""stance"": ""contradicting"", ""claim_id"": 4912, ""presence"": ""yes"", ""stance_score"": 0.6561261415481567, ""presence_score"": 0.38882960871236283, ""partial_veracity"": ""unknown""}]}","2020-03-08 23:59:45.509442+01","2022-03-10 02:02:51.103145+01"
"339974","9","6","prediction","articles","325029","{""claims"": [{""rating"": ""unknown"", ""stance"": ""supporting"", ""claim_id"": 3021, ""presence"": ""yes"", ""stance_score"": 0.9565542936325073, ""presence_score"": 0.38583522010885324, ""partial_veracity"": ""unknown""}, {""rating"": ""false"", ""stance"": ""supporting"", ""claim_id"": 399, ""presence"": ""yes"", ""stance_score"": 0.9966521859169006, ""presence_score"": 0.4184101142197479, ""partial_veracity"": ""false""}]}","2020-03-08 19:47:00.2096+01","2022-03-10 02:03:14.370453+01"
"356632","9","6","prediction","articles","357548","{""claims"": [{""rating"": ""false"", ""stance"": ""supporting"", ""claim_id"": 4769, ""presence"": ""yes"", ""stance_score"": 0.5765211582183838, ""presence_score"": 0.4506881586233044, ""partial_veracity"": ""false""}, {""rating"": ""false"", ""stance"": ""supporting"", ""claim_id"": 399, ""presence"": ""yes"", ""stance_score"": 0.5905209183692932, ""presence_score"": 0.5060018765914365, ""partial_veracity"": ""false""}]}","2020-03-08 21:35:46.163741+01","2022-03-10 01:59:19.813575+01"
"502367","9","6","prediction","articles","980327","{""claims"": [{""rating"": ""unknown"", ""stance"": ""supporting"", ""claim_id"": 2048, ""presence"": ""yes"", ""stance_score"": 0.4814969599246979, ""presence_score"": 0.3756190001080632, ""partial_veracity"": ""unknown""}, {""rating"": ""true"", ""stance"": ""supporting"", ""claim_id"": 4593, ""presence"": ""yes"", ""stance_score"": 0.9734705686569214, ""presence_score"": 0.38592867520758106, ""partial_veracity"": ""true""}, {""rating"": ""true"", ""stance"": ""supporting"", ""claim_id"": 7703, ""presence"": ""yes"", ""stance_score"": 0.6657111644744873, ""presence_score"": 0.36065277132999807, ""partial_veracity"": ""true""}]}","2021-01-24 19:29:59.953116+01","2022-03-10 02:02:06.444678+01"
"418198","9","6","prediction","articles","799945","{""claims"": [{""rating"": ""unknown"", ""stance"": ""neutral"", ""claim_id"": 2048, ""presence"": ""yes"", ""stance_score"": 0.7202944159507751, ""presence_score"": 0.362250726062513, ""partial_veracity"": ""unknown""}, {""rating"": ""unknown"", ""stance"": ""neutral"", ""claim_id"": 4589, ""presence"": ""yes"", ""stance_score"": 0.7145650386810303, ""presence_score"": 0.7675486594860552, ""partial_veracity"": ""unknown""}, {""rating"": ""true"", ""stance"": ""neutral"", ""claim_id"": 4593, ""presence"": ""yes"", ""stance_score"": 0.4181780517101288, ""presence_score"": 0.3596370097722044, ""partial_veracity"": ""unknown""}]}","2020-03-13 00:20:51.188695+01","2022-03-09 23:07:11.685403+01"
"349706","9","6","prediction","articles","341361","{""claims"": []}","2020-03-08 20:50:58.815494+01","2022-03-09 23:09:09.391171+01"
"438953","9","6","prediction","articles","832698","{""claims"": [{""rating"": ""unknown"", ""stance"": ""supporting"", ""claim_id"": 476, ""presence"": ""yes"", ""stance_score"": 0.9786958694458008, ""presence_score"": 0.3649284532954555, ""partial_veracity"": ""unknown""}]}","2020-06-01 07:18:13.897+02","2022-03-09 23:07:05.447835+01"
"378103","9","6","prediction","articles","259104","{""claims"": []}","2020-03-08 23:58:16.784718+01","2022-03-10 01:58:19.619692+01"
"332043","9","6","prediction","articles","374277","{""claims"": [{""rating"": ""unknown"", ""stance"": ""contradicting"", ""claim_id"": 2531, ""presence"": ""yes"", ""stance_score"": 0.59531170129776, ""presence_score"": 0.4496021863201383, ""partial_veracity"": ""unknown""}]}","2020-03-08 18:23:49.95179+01","2022-03-09 23:10:47.768527+01"
"349656","9","6","prediction","articles","341295","{""claims"": []}","2020-03-08 20:50:35.411743+01","2022-03-09 23:08:08.224447+01"
"486816","9","6","prediction","articles","931352","{""claims"": [{""rating"": ""unknown"", ""stance"": ""contradicting"", ""claim_id"": 2048, ""presence"": ""yes"", ""stance_score"": 0.9237516522407532, ""presence_score"": 0.5147478246794703, ""partial_veracity"": ""unknown""}, {""rating"": ""unknown"", ""stance"": ""contradicting"", ""claim_id"": 4589, ""presence"": ""yes"", ""stance_score"": 0.5227998495101929, ""presence_score"": 0.3633396271885571, ""partial_veracity"": ""unknown""}, {""rating"": ""true"", ""stance"": ""contradicting"", ""claim_id"": 4593, ""presence"": ""yes"", ""stance_score"": 0.8527975678443909, ""presence_score"": 0.525363101413378, ""partial_veracity"": ""false""}]}","2020-11-09 00:18:35.467499+01","2022-03-09 23:11:01.370197+01"
"450592","9","6","prediction","articles","849270","{""claims"": []}","2020-08-01 07:38:02.330682+02","2022-03-10 02:02:15.89055+01"
"314115","9","6","prediction","articles","275999","{""claims"": [{""rating"": ""true"", ""stance"": ""contradicting"", ""claim_id"": 4593, ""presence"": ""yes"", ""stance_score"": 0.7385081052780151, ""presence_score"": 0.4498688438801753, ""partial_veracity"": ""false""}, {""rating"": ""unknown"", ""stance"": ""contradicting"", ""claim_id"": 2048, ""presence"": ""yes"", ""stance_score"": 0.7466238141059875, ""presence_score"": 0.45744383975871106, ""partial_veracity"": ""unknown""}]}","2020-03-08 15:45:04.521363+01","2022-03-09 23:11:04.953947+01"
"349849","9","6","prediction","articles","341579","{""claims"": []}","2020-03-08 20:51:57.763794+01","2022-03-09 23:11:26.139051+01"
"349863","9","6","prediction","articles","341593","{""claims"": [{""rating"": ""unknown"", ""stance"": ""contradicting"", ""claim_id"": 2048, ""presence"": ""yes"", ""stance_score"": 0.8206532001495361, ""presence_score"": 0.6097054699976905, ""partial_veracity"": ""unknown""}, {""rating"": ""true"", ""stance"": ""contradicting"", ""claim_id"": 4593, ""presence"": ""yes"", ""stance_score"": 0.8535307049751282, ""presence_score"": 0.6433084417929392, ""partial_veracity"": ""false""}]}","2020-03-08 20:52:03.728768+01","2022-03-09 23:11:35.559095+01"
"450563","9","6","prediction","articles","849181","{""claims"": []}","2020-08-01 07:37:36.36375+02","2022-03-10 02:01:16.835015+01"
"356728","9","6","prediction","articles","357767","{""claims"": [{""rating"": ""false"", ""stance"": ""supporting"", ""claim_id"": 399, ""presence"": ""yes"", ""stance_score"": 0.6493943929672241, ""presence_score"": 0.4813840624860633, ""partial_veracity"": ""false""}]}","2020-03-08 21:36:16.450271+01","2022-03-10 02:02:29.366349+01"
"450666","9","6","prediction","articles","849465","{""claims"": []}","2020-08-01 07:38:54.702518+02","2022-03-10 02:05:20.191152+01"
"379022","9","6","prediction","articles","783966","{""claims"": []}","2020-03-09 00:00:47.526448+01","2022-03-10 02:05:44.174099+01"
"439001","9","6","prediction","articles","832862","{""claims"": [{""rating"": ""unknown"", ""stance"": ""neutral"", ""claim_id"": 2048, ""presence"": ""yes"", ""stance_score"": 0.4846522808074951, ""presence_score"": 0.38480436313947725, ""partial_veracity"": ""unknown""}, {""rating"": ""true"", ""stance"": ""contradicting"", ""claim_id"": 4593, ""presence"": ""yes"", ""stance_score"": 0.4648018479347229, ""presence_score"": 0.37384442688689307, ""partial_veracity"": ""false""}, {""rating"": ""false"", ""stance"": ""supporting"", ""claim_id"": 6279, ""presence"": ""yes"", ""stance_score"": 0.8424827456474304, ""presence_score"": 0.3589648014817571, ""partial_veracity"": ""false""}]}","2020-06-01 07:18:28.699552+02","2022-03-09 23:08:58.414792+01"
"495152","9","6","prediction","articles","964184","{""claims"": [{""rating"": ""unknown"", ""stance"": ""supporting"", ""claim_id"": 3680, ""presence"": ""yes"", ""stance_score"": 0.656517505645752, ""presence_score"": 0.437795237646286, ""partial_veracity"": ""unknown""}]}","2020-12-15 11:18:32.213398+01","2022-03-09 23:11:33.896593+01"
"378241","9","6","prediction","articles","259357","{""claims"": [{""rating"": ""unknown"", ""stance"": ""contradicting"", ""claim_id"": 2048, ""presence"": ""yes"", ""stance_score"": 0.7754583358764648, ""presence_score"": 0.5043428452597561, ""partial_veracity"": ""unknown""}, {""rating"": ""true"", ""stance"": ""contradicting"", ""claim_id"": 4593, ""presence"": ""yes"", ""stance_score"": 0.8581729531288147, ""presence_score"": 0.5510039464392519, ""partial_veracity"": ""false""}]}","2020-03-08 23:59:19.602908+01","2022-03-10 02:01:15.69314+01"
"349643","9","6","prediction","articles","341275","{""claims"": []}","2020-03-08 20:50:29.945139+01","2022-03-09 23:07:46.305807+01"
"488187","9","6","prediction","articles","947502","{""claims"": [{""rating"": ""unknown"", ""stance"": ""supporting"", ""claim_id"": 6953, ""presence"": ""yes"", ""stance_score"": 0.957368791103363, ""presence_score"": 0.48864992095862075, ""partial_veracity"": ""unknown""}]}","2020-11-10 01:07:42.328168+01","2022-03-10 02:01:25.197053+01"
"429641","9","6","prediction","articles","816539","{""claims"": [{""rating"": ""unknown"", ""stance"": ""contradicting"", ""claim_id"": 2048, ""presence"": ""yes"", ""stance_score"": 0.8952004313468933, ""presence_score"": 0.5544752766792342, ""partial_veracity"": ""unknown""}, {""rating"": ""false"", ""stance"": ""contradicting"", ""claim_id"": 6279, ""presence"": ""yes"", ""stance_score"": 0.4848845303058624, ""presence_score"": 0.6577665566288352, ""partial_veracity"": ""true""}, {""rating"": ""false"", ""stance"": ""contradicting"", ""claim_id"": 5150, ""presence"": ""yes"", ""stance_score"": 0.9515788555145264, ""presence_score"": 0.3571660664236931, ""partial_veracity"": ""true""}]}","2020-04-19 05:00:10.226312+02","2022-03-10 02:03:02.540942+01"
"417543","9","6","prediction","articles","784675","{""claims"": [{""rating"": ""false"", ""stance"": ""contradicting"", ""claim_id"": 442, ""presence"": ""yes"", ""stance_score"": 0.6485632061958313, ""presence_score"": 0.490148250953409, ""partial_veracity"": ""true""}]}","2020-03-12 00:11:39.55578+01","2022-03-10 02:13:35.886305+01"
"314063","9","6","prediction","articles","275757","{""claims"": [{""rating"": ""false"", ""stance"": ""contradicting"", ""claim_id"": 442, ""presence"": ""yes"", ""stance_score"": 0.8985620737075806, ""presence_score"": 0.43846737366044586, ""partial_veracity"": ""true""}]}","2020-03-08 15:44:36.177481+01","2022-03-09 23:08:07.028209+01"
"450794","9","6","prediction","articles","849843","{""claims"": []}","2020-08-01 07:40:32.869672+02","2022-03-10 02:09:56.319617+01"
"503015","9","6","prediction","articles","981102","{""claims"": []}","2021-01-27 21:00:48.329464+01","2022-03-10 02:11:44.026384+01"
"321217","9","6","prediction","articles","292450","{""claims"": []}","2020-03-08 16:47:36.532993+01","2022-03-10 02:05:48.992293+01"
"350046","9","6","prediction","articles","341796","{""claims"": [{""rating"": ""unknown"", ""stance"": ""supporting"", ""claim_id"": 2048, ""presence"": ""yes"", ""stance_score"": 0.549966037273407, ""presence_score"": 0.446171697965932, ""partial_veracity"": ""unknown""}, {""rating"": ""true"", ""stance"": ""contradicting"", ""claim_id"": 4593, ""presence"": ""yes"", ""stance_score"": 0.46026644110679626, ""presence_score"": 0.4230674594943617, ""partial_veracity"": ""false""}]}","2020-03-08 20:53:19.526969+01","2022-03-09 23:13:47.689402+01"
"314252","9","6","prediction","articles","276418","{""claims"": []}","2020-03-08 15:46:21.23017+01","2022-03-09 23:16:04.900505+01"
"331711","9","6","prediction","articles","309353","{""claims"": []}","2020-03-08 18:21:04.721576+01","2022-03-09 23:17:17.033671+01"
"366656","9","6","prediction","articles","243893","{""claims"": [{""rating"": ""unknown"", ""stance"": ""contradicting"", ""claim_id"": 2048, ""presence"": ""yes"", ""stance_score"": 0.9226586818695068, ""presence_score"": 0.3863654393687039, ""partial_veracity"": ""unknown""}, {""rating"": ""true"", ""stance"": ""contradicting"", ""claim_id"": 4593, ""presence"": ""yes"", ""stance_score"": 0.9070613980293274, ""presence_score"": 0.4088540304930673, ""partial_veracity"": ""false""}]}","2020-03-08 22:48:30.257718+01","2022-03-09 23:18:27.924105+01"
"340392","9","6","prediction","articles","325140","{""claims"": []}","2020-03-08 19:49:03.236494+01","2022-03-10 02:04:39.260621+01"
"502565","9","6","prediction","articles","980551","{""claims"": []}","2021-01-25 19:31:30.66136+01","2022-03-10 02:05:29.198824+01"
"379328","9","6","prediction","articles","259769","{""claims"": [{""rating"": ""unknown"", ""stance"": ""contradicting"", ""claim_id"": 2048, ""presence"": ""yes"", ""stance_score"": 0.7088084816932678, ""presence_score"": 0.5353538654928203, ""partial_veracity"": ""unknown""}, {""rating"": ""unknown"", ""stance"": ""neutral"", ""claim_id"": 4912, ""presence"": ""yes"", ""stance_score"": 0.5240614414215088, ""presence_score"": 0.36905286912525187, ""partial_veracity"": ""unknown""}, {""rating"": ""true"", ""stance"": ""neutral"", ""claim_id"": 4593, ""presence"": ""yes"", ""stance_score"": 0.5753535628318787, ""presence_score"": 0.560489228115169, ""partial_veracity"": ""unknown""}]}","2020-03-09 00:01:08.909883+01","2022-03-10 02:06:32.395631+01"
"502830","9","6","prediction","articles","980775","{""claims"": [{""rating"": ""unknown"", ""stance"": ""supporting"", ""claim_id"": 2051, ""presence"": ""yes"", ""stance_score"": 0.8992595672607422, ""presence_score"": 0.3599786996034659, ""partial_veracity"": ""unknown""}, {""rating"": ""unknown"", ""stance"": ""contradicting"", ""claim_id"": 7604, ""presence"": ""yes"", ""stance_score"": 0.6882127523422241, ""presence_score"": 0.35313390824496005, ""partial_veracity"": ""unknown""}]}","2021-01-26 20:43:46.751615+01","2022-03-10 02:07:43.352059+01"
"321384","9","6","prediction","articles","292698","{""claims"": []}","2020-03-08 16:48:55.512019+01","2022-03-10 02:08:45.547631+01"
"349820","9","6","prediction","articles","341534","{""claims"": []}","2020-03-08 20:51:46.733143+01","2022-03-09 23:11:03.584998+01"
"495156","9","6","prediction","articles","964222","{""claims"": []}","2020-12-15 11:18:38.827687+01","2022-03-09 23:12:03.465381+01"
"321432","9","6","prediction","articles","292770","{""claims"": [{""rating"": ""unknown"", ""stance"": ""contradicting"", ""claim_id"": 2048, ""presence"": ""yes"", ""stance_score"": 0.9643391370773315, ""presence_score"": 0.5720630153753007, ""partial_veracity"": ""unknown""}, {""rating"": ""true"", ""stance"": ""contradicting"", ""claim_id"": 4593, ""presence"": ""yes"", ""stance_score"": 0.879660427570343, ""presence_score"": 0.5542287245133822, ""partial_veracity"": ""false""}]}","2020-03-08 16:49:17.755267+01","2022-03-10 02:09:50.159584+01"
"321610","9","6","prediction","articles","293051","{""claims"": [{""rating"": ""false"", ""stance"": ""contradicting"", ""claim_id"": 442, ""presence"": ""yes"", ""stance_score"": 0.8038591742515564, ""presence_score"": 0.5202997919836779, ""partial_veracity"": ""true""}]}","2020-03-08 16:50:40.139592+01","2022-03-10 02:12:40.95312+01"
"350045","9","6","prediction","articles","341795","{""claims"": [{""rating"": ""unknown"", ""stance"": ""contradicting"", ""claim_id"": 2048, ""presence"": ""yes"", ""stance_score"": 0.5740987658500671, ""presence_score"": 0.4597603512700172, ""partial_veracity"": ""unknown""}, {""rating"": ""false"", ""stance"": ""supporting"", ""claim_id"": 418, ""presence"": ""yes"", ""stance_score"": 0.9872166514396667, ""presence_score"": 0.3556256334024733, ""partial_veracity"": ""false""}, {""rating"": ""true"", ""stance"": ""supporting"", ""claim_id"": 4593, ""presence"": ""yes"", ""stance_score"": 0.5837918519973755, ""presence_score"": 0.4826003817640381, ""partial_veracity"": ""true""}]}","2020-03-08 20:53:18.511982+01","2022-03-09 23:13:45.099931+01"
"350134","9","6","prediction","articles","341894","{""claims"": [{""rating"": ""unknown"", ""stance"": ""contradicting"", ""claim_id"": 2048, ""presence"": ""yes"", ""stance_score"": 0.5496431589126587, ""presence_score"": 0.4135549610077716, ""partial_veracity"": ""unknown""}, {""rating"": ""true"", ""stance"": ""contradicting"", ""claim_id"": 4593, ""presence"": ""yes"", ""stance_score"": 0.5325269103050232, ""presence_score"": 0.4019987927509127, ""partial_veracity"": ""false""}]}","2020-03-08 20:53:59.939479+01","2022-03-09 23:15:33.591492+01"
"314117","9","6","prediction","articles","276014","{""claims"": [{""rating"": ""false"", ""stance"": ""supporting"", ""claim_id"": 399, ""presence"": ""yes"", ""stance_score"": 0.6616749167442322, ""presence_score"": 0.5044105751387905, ""partial_veracity"": ""false""}]}","2020-03-08 15:45:05.382768+01","2022-03-09 23:11:10.704952+01"
"314152","9","6","prediction","articles","276126","{""claims"": [{""rating"": ""false"", ""stance"": ""supporting"", ""claim_id"": 1895, ""presence"": ""yes"", ""stance_score"": 0.8754286766052246, ""presence_score"": 0.4130847347422953, ""partial_veracity"": ""false""}, {""rating"": ""false"", ""stance"": ""contradicting"", ""claim_id"": 399, ""presence"": ""yes"", ""stance_score"": 0.4485087990760803, ""presence_score"": 0.5044909524203839, ""partial_veracity"": ""true""}, {""rating"": ""false"", ""stance"": ""supporting"", ""claim_id"": 5982, ""presence"": ""yes"", ""stance_score"": 0.7964746952056885, ""presence_score"": 0.5272228470230704, ""partial_veracity"": ""false""}]}","2020-03-08 15:45:23.760998+01","2022-03-09 23:12:29.314436+01"
"341773","9","6","prediction","articles","325560","{""claims"": []}","2020-03-08 19:55:46.49459+01","2022-03-10 02:09:59.303202+01"
"495917","9","6","prediction","articles","965307","{""claims"": [{""rating"": ""false"", ""stance"": ""supporting"", ""claim_id"": 399, ""presence"": ""yes"", ""stance_score"": 0.8634459376335144, ""presence_score"": 0.5067081014193232, ""partial_veracity"": ""false""}]}","2020-12-18 11:29:12.010075+01","2022-03-09 23:23:29.513867+01"
"340693","9","6","prediction","articles","325240","{""claims"": [{""rating"": ""false"", ""stance"": ""supporting"", ""claim_id"": 399, ""presence"": ""yes"", ""stance_score"": 0.9966521859169006, ""presence_score"": 0.410417106690693, ""partial_veracity"": ""false""}]}","2020-03-08 19:50:37.534997+01","2022-03-10 02:05:58.372361+01"
"349887","9","6","prediction","articles","341617","{""claims"": []}","2020-03-08 20:52:11.72604+01","2022-03-09 23:11:57.130163+01"
"321216","9","6","prediction","articles","292448","{""claims"": []}","2020-03-08 16:47:35.903122+01","2022-03-10 02:05:45.548994+01"
"341258","9","6","prediction","articles","325422","{""claims"": [{""rating"": ""false"", ""stance"": ""contradicting"", ""claim_id"": 418, ""presence"": ""yes"", ""stance_score"": 0.6186597943305969, ""presence_score"": 0.45003887715587015, ""partial_veracity"": ""true""}, {""rating"": ""false"", ""stance"": ""supporting"", ""claim_id"": 399, ""presence"": ""yes"", ""stance_score"": 0.9966521859169006, ""presence_score"": 0.410417106690693, ""partial_veracity"": ""false""}]}","2020-03-08 19:53:27.848831+01","2022-03-10 02:07:47.837064+01"
"455373","9","6","prediction","articles","898743","{""claims"": [{""rating"": ""unknown"", ""stance"": ""neutral"", ""claim_id"": 6464, ""presence"": ""yes"", ""stance_score"": 0.5636309385299683, ""presence_score"": 0.39661972925750427, ""partial_veracity"": ""unknown""}]}","2020-08-26 14:20:49.363663+02","2022-03-09 23:12:43.29904+01"
"379140","9","6","prediction","articles","259720","{""claims"": []}","2020-03-09 00:00:55.847831+01","2022-03-10 02:05:59.556822+01"
"314170","9","6","prediction","articles","276192","{""claims"": []}","2020-03-08 15:45:33.544193+01","2022-03-09 23:13:10.367596+01"
"314135","9","6","prediction","articles","276068","{""claims"": []}","2020-03-08 15:45:14.537909+01","2022-03-09 23:11:43.316934+01"
"450784","9","6","prediction","articles","849718","{""claims"": [{""rating"": ""false"", ""stance"": ""supporting"", ""claim_id"": 399, ""presence"": ""yes"", ""stance_score"": 0.677766740322113, ""presence_score"": 0.5326310543263763, ""partial_veracity"": ""false""}]}","2020-08-01 07:40:20.751382+02","2022-03-10 02:07:53.142334+01"
"486829","9","6","prediction","articles","931431","{""claims"": [{""rating"": ""unknown"", ""stance"": ""contradicting"", ""claim_id"": 2048, ""presence"": ""yes"", ""stance_score"": 0.6861417293548584, ""presence_score"": 0.43695416211802085, ""partial_veracity"": ""unknown""}, {""rating"": ""true"", ""stance"": ""contradicting"", ""claim_id"": 4593, ""presence"": ""yes"", ""stance_score"": 0.7543137073516846, ""presence_score"": 0.43747553897322033, ""partial_veracity"": ""false""}]}","2020-11-09 00:19:16.811192+01","2022-03-09 23:11:48.720519+01"
"349901","9","6","prediction","articles","341632","{""claims"": [{""rating"": ""unknown"", ""stance"": ""supporting"", ""claim_id"": 2048, ""presence"": ""yes"", ""stance_score"": 0.4785398244857788, ""presence_score"": 0.504985783220205, ""partial_veracity"": ""unknown""}, {""rating"": ""true"", ""stance"": ""supporting"", ""claim_id"": 4593, ""presence"": ""yes"", ""stance_score"": 0.5482214689254761, ""presence_score"": 0.5015837694959654, ""partial_veracity"": ""true""}]}","2020-03-08 20:52:17.177665+01","2022-03-09 23:12:06.076177+01"
"350003","9","6","prediction","articles","341750","{""claims"": [{""rating"": ""mostly-false"", ""stance"": ""contradicting"", ""claim_id"": 2338, ""presence"": ""yes"", ""stance_score"": 0.5560769438743591, ""presence_score"": 0.6089306109312026, ""partial_veracity"": ""mostly-true""}]}","2020-03-08 20:53:00.877742+01","2022-03-09 23:13:17.73246+01"
"488297","9","6","prediction","articles","947913","{""claims"": [{""rating"": ""unknown"", ""stance"": ""contradicting"", ""claim_id"": 2048, ""presence"": ""yes"", ""stance_score"": 0.5629597902297974, ""presence_score"": 0.4401099410468199, ""partial_veracity"": ""unknown""}, {""rating"": ""true"", ""stance"": ""contradicting"", ""claim_id"": 4593, ""presence"": ""yes"", ""stance_score"": 0.5616515278816223, ""presence_score"": 0.45394384302603363, ""partial_veracity"": ""false""}]}","2020-11-10 01:09:14.548481+01","2022-03-10 02:06:43.543768+01"
"321389","9","6","prediction","articles","292705","{""claims"": []}","2020-03-08 16:48:57.519978+01","2022-03-10 02:08:57.150134+01"
"350020","9","6","prediction","articles","341770","{""claims"": []}","2020-03-08 20:53:08.207642+01","2022-03-09 23:13:28.166614+01"
"439371","9","6","prediction","articles","833335","{""claims"": []}","2020-06-03 07:19:05.471028+02","2022-03-09 23:14:20.194257+01"
"366138","9","6","prediction","articles","374401","{""claims"": []}","2020-03-08 22:45:44.978725+01","2022-03-09 23:12:08.231698+01"
"502567","9","6","prediction","articles","980556","{""claims"": []}","2021-01-25 19:31:32.099484+01","2022-03-10 02:05:31.783706+01"
"340670","9","6","prediction","articles","325236","{""claims"": [{""rating"": ""false"", ""stance"": ""supporting"", ""claim_id"": 399, ""presence"": ""yes"", ""stance_score"": 0.9966521859169006, ""presence_score"": 0.410417106690693, ""partial_veracity"": ""false""}]}","2020-03-08 19:50:31.852633+01","2022-03-10 02:05:54.629637+01"
"341046","9","6","prediction","articles","325324","{""claims"": [{""rating"": ""false"", ""stance"": ""supporting"", ""claim_id"": 399, ""presence"": ""yes"", ""stance_score"": 0.9923937320709229, ""presence_score"": 0.42303403093068187, ""partial_veracity"": ""false""}]}","2020-03-08 19:51:57.395142+01","2022-03-10 02:06:50.363774+01"
"461799","9","6","prediction","articles","915259","{""claims"": [{""rating"": ""unknown"", ""stance"": ""contradicting"", ""claim_id"": 2048, ""presence"": ""yes"", ""stance_score"": 0.4416346549987793, ""presence_score"": 0.5307717651185636, ""partial_veracity"": ""unknown""}, {""rating"": ""true"", ""stance"": ""contradicting"", ""claim_id"": 4593, ""presence"": ""yes"", ""stance_score"": 0.7471750378608704, ""presence_score"": 0.5897846366714486, ""partial_veracity"": ""false""}]}","2020-10-02 19:08:58.006341+02","2022-03-10 02:07:55.25924+01"
"342559","9","6","prediction","articles","325940","{""claims"": [{""rating"": ""false"", ""stance"": ""supporting"", ""claim_id"": 4769, ""presence"": ""yes"", ""stance_score"": 0.9531787633895874, ""presence_score"": 0.36666114350038265, ""partial_veracity"": ""false""}, {""rating"": ""false"", ""stance"": ""supporting"", ""claim_id"": 399, ""presence"": ""yes"", ""stance_score"": 0.9966521859169006, ""presence_score"": 0.41899596087360763, ""partial_veracity"": ""false""}]}","2020-03-08 19:59:37.350678+01","2022-03-10 02:13:44.262572+01"
"349904","9","6","prediction","articles","341635","{""claims"": [{""rating"": ""unknown"", ""stance"": ""contradicting"", ""claim_id"": 2048, ""presence"": ""yes"", ""stance_score"": 0.7240492701530457, ""presence_score"": 0.605226617101284, ""partial_veracity"": ""unknown""}, {""rating"": ""unknown"", ""stance"": ""contradicting"", ""claim_id"": 4589, ""presence"": ""yes"", ""stance_score"": 0.5001094341278076, ""presence_score"": 0.3769344332906903, ""partial_veracity"": ""unknown""}, {""rating"": ""true"", ""stance"": ""contradicting"", ""claim_id"": 4593, ""presence"": ""yes"", ""stance_score"": 0.7243998646736145, ""presence_score"": 0.6124201790008775, ""partial_veracity"": ""false""}]}","2020-03-08 20:52:18.557999+01","2022-03-09 23:12:09.913248+01"
