id,related_object_url,reaction_count,comment_count,share_count,comment_plugin_count,extracted_at,feedback_sum
"65103121","https://www.naturalnews.com/2020-11-02-octopuses-taste-with-their-tentacles.html","0","0","0","0","2020-12-25 02:34:31.28148+01","0"
"65103154","https://www.naturalnews.com/2020-11-01-trump-delivers-promise-posts-biden-criticizing-fracking.html","0","0","0","0","2020-12-25 02:34:46.297447+01","0"
"65103423","https://www.statnews.com/2020/11/04/moral-foundations-theory-rehabilitate-pharma-image/?utm_campaign=rss","0","4","7","0","2020-12-25 02:36:39.630123+01","11"
"65103573","https://www.dailymail.co.uk/health/article-8913963/Half-depression-patients-given-magic-mushroom-compound-symptom-free-month-dosed.html?ns_mchannel=rss&ns_campaign=1490&ito=1490","0","0","0","0","2020-12-25 02:37:42.058434+01","0"
"65103733","https://www.webmd.com/lung/news/20201104/heart-inflammation-from-covid-less-common-than-thought","27","20","33","0","2020-12-25 02:38:50.033404+01","80"
"65140302","http://www.medicinenet.com/script/main/art.asp?articlekey=249574","0","0","0","0","2020-12-25 15:05:14.125281+01","0"
"65103750","http://feeds.foxnews.com/~r/foxnews/health/~3/o2s9RxB9VVQ/teens-extracurricular-activities-have-better-mental-health-study","0","0","0","0","2020-12-25 02:38:55.869255+01","0"
"65103889","https://neurosciencenews.com/cortisol-earwax-17250/","62","12","65","0","2020-12-25 02:39:52.501676+01","139"
"65104186","https://www.statnews.com/pharmalot/2020/11/05/biogen-alzeheimers-fda-memory-aducanumab/?utm_campaign=rss","30","2","17","0","2020-12-25 02:41:57.777749+01","49"
"65104311","https://neurosciencenews.com/how-does-the-brain-process-fear/","66","17","79","0","2020-12-25 02:42:48.513283+01","162"
"65104489","https://www.naturalnews.com/2020-11-06-energy-helicopter-flights-scan-radiation-spikes.html","0","0","0","0","2020-12-25 02:44:04.247635+01","0"
"65104503","https://www.naturalnews.com/2020-11-05-make-tinctures-for-your-first-aid-kit.html","0","0","0","0","2020-12-25 02:44:09.259878+01","0"
"65104581","https://www.naturalnews.com/2020-11-03-radical-leftists-violent-takeover-dc-election.html","0","0","0","0","2020-12-25 02:44:41.193812+01","0"
"65104585","https://www.naturalnews.com/2020-11-03-fauci-and-biden-together-a-scientific-dictatorship.html","0","0","0","0","2020-12-25 02:44:42.548183+01","0"
"65106681","https://www.dailymail.co.uk/news/article-8932961/Weekly-Covid-deaths-England-Wales-1-000-time-June.html?ns_mchannel=rss&ns_campaign=1490&ito=1490","358","163","224","0","2020-12-25 02:59:31.084733+01","745"
"65106839","http://feeds.foxnews.com/~r/foxnews/health/~3/JM6xeRahN_I/coronavirus-live-updates-11-11-2020","0","0","0","0","2020-12-25 03:00:41.448866+01","0"
"65107774","https://www.nytimes.com/2020/11/13/insider/virus-donald-mcneil.html","378","112","199","0","2020-12-25 03:07:12.250392+01","689"
"65107765","https://neurosciencenews.com/hearing-test-autism-17269/","107","11","82","0","2020-12-25 03:07:08.859395+01","200"
"65107974","https://www.naturalnews.com/2020-11-12-green-policies-not-reducing-co2-emissions.html","0","0","0","0","2020-12-25 03:08:36.049599+01","0"
"65108110","http://www.medicinenet.com/script/main/art.asp?articlekey=248876","0","0","0","0","2020-12-25 03:09:31.847376+01","0"
"65108122","http://www.medicinenet.com/script/main/art.asp?articlekey=248891","0","0","0","0","2020-12-25 03:09:35.661853+01","0"
"65108129","http://www.emedicinehealth.com/script/main/art.asp?articlekey=248915","0","0","0","0","2020-12-25 03:09:40.44996+01","0"
"65108871","https://www.latimes.com/sports/story/2020-11-16/tokyo-olympics-participants-may-need-covid-19-vaccinations","48","23","7","0","2020-12-25 03:14:53.799615+01","78"
"65109368","https://www.naturalhealth365.com/yoga-atrial-fibrillation-3627.html","3","0","10","0","2020-12-25 03:18:13.230557+01","13"
"65109444","http://www.emedicinehealth.com/script/main/art.asp?articlekey=249031","0","0","0","0","2020-12-25 03:18:44.21309+01","0"
"65109563","https://www.latimes.com/opinion/story/2020-11-18/president-nero-is-golfing-as-americans-die-from-covid-19","2258","976","499","0","2020-12-25 03:19:32.976766+01","3733"
"65109877","https://www.statnews.com/pharmalot/2020/11/18/orphan-rare-disease-loophole-monopoly/?utm_campaign=rss","18","0","10","0","2020-12-25 03:21:47.852146+01","28"
"65109881","https://www.dailymail.co.uk/health/article-8963451/Rate-suicidal-thoughts-pregnant-women-new-mothers-TRIPLED-decade.html?ns_mchannel=rss&ns_campaign=1490&ito=1490","0","0","0","0","2020-12-25 03:21:49.402281+01","0"
"65109919","https://vaccineimpact.com/2020/is-the-uk-expecting-a-high-volume-of-covid-vaccine-adverse-reactions/","31","15","42","0","2020-12-25 03:22:02.616461+01","88"
"65110224","https://www.naturalnews.com/2020-11-18-suspect-filmed-beating-trump-supporters-journalism-student.html","0","0","0","0","2020-12-25 03:24:14.075377+01","0"
"65110419","https://www.statnews.com/2020/11/19/hospitals-in-half-the-u-s-face-staff-shortages-no-active-ebola-outbreaks-in-the-drc-public-health-messengers-for-biden/","0","0","0","0","2020-12-25 03:25:37.641491+01","0"
"65110445","http://www.emedicinehealth.com/script/main/art.asp?articlekey=249149","0","0","0","0","2020-12-25 03:25:49.439221+01","0"
"65110497","https://www.statnews.com/2020/11/20/covid19-lilly-antibody-drug-distribution-difficulties/","173","77","141","0","2020-12-25 03:26:10.344225+01","391"
"65110592","https://www.latimes.com/california/story/2020-11-20/late-night-restaurant-bar-owners-say-curfew-unfair","152","147","32","0","2020-12-25 03:26:51.86589+01","331"
"65110744","https://www.naturalnews.com/2020-11-19-schumer-threatens-to-change-america.html","0","0","0","0","2020-12-25 03:27:55.496327+01","0"
"65110748","https://www.naturalnews.com/2020-11-19-media-covid19-vaccine-side-effects-proof-working.html","0","0","0","0","2020-12-25 03:27:56.979866+01","0"
"65111304","https://www.naturalnews.com/2020-11-21-facebooks-election-fact-checker-honored-biden.html","0","0","0","0","2020-12-25 03:31:45.147689+01","0"
"65111418","http://feeds.foxnews.com/~r/foxnews/health/~3/zWkXObfu7HQ/live-updates-coronavirus-11-23-2020","76","16","71","0","2020-12-25 03:32:31.30017+01","163"
"65111486","https://www.statnews.com/2020/11/23/drug-list-price-touchstone-across-supply-chain/","21","0","11","0","2020-12-25 03:33:00.129481+01","32"
"65111538","https://www.statnews.com/2020/11/23/raging-at-the-pandemic-a-vc-raises-800m-for-a-company-that-aims-to-transform-biotech-manufacturing/?utm_campaign=rss","76","5","28","0","2020-12-25 03:33:22.091555+01","109"
"65111639","https://www.statnews.com/pharmalot/2020/11/23/pharmalittle-astrazeneca-oxford-vaccine-covid19-coronavirus-slaoui/","0","0","1","0","2020-12-25 03:34:01.212971+01","1"
"65111816","http://feeds.foxnews.com/~r/foxnews/health/~3/j9Vup54jc0w/coronavirus-hospitalizations-maine-surpass-100-first-time","0","0","0","0","2020-12-25 03:35:15.284312+01","0"
"65111888","https://www.naturalnews.com/2020-11-23-court-rejects-fda-approval-of-frankenfish.html","0","0","0","0","2020-12-25 03:35:48.116494+01","0"
"65112000","http://www.medicinenet.com/script/main/art.asp?articlekey=249981","0","0","1","0","2020-12-25 04:11:16.871285+01","1"
"65112281","https://www.nytimes.com/2020/12/18/us/karen-killilea-dead.html","2617","1257","795","0","2020-12-25 04:13:22.045203+01","4669"
"65112298","http://feeds.foxnews.com/~r/foxnews/health/~3/ju1s2wk7Bkc/coronavirus-antibodies-present-babies-born-mothers-with-covid-19-study","0","0","0","0","2020-12-25 04:13:28.284056+01","0"
"65112518","https://www.webmd.com/vaccines/covid-19-vaccine/news/20201218/experts-pregnant-women-can-get-covid-vaccine","2727","1404","384","0","2020-12-25 04:15:01.026298+01","4515"
"65112702","https://www.latimes.com/opinion/story/2020-12-20/shame-on-wealthy-people-front-of-the-vaccine-line","23","55","15","0","2020-12-25 04:16:15.373383+01","93"
"65112831","https://medicalkidnap.com/2020/12/20/warning-3150-injuries-in-first-week-of-illegal-experimental-covid-vaccines-among-american-healthcare-workers-pregnant-women-included/","209","67","191","0","2020-12-25 04:17:09.462502+01","467"
"65112804","https://www.latimes.com/california/story/2020-12-20/south-korea-san-diegan-covid19-survival-box","236","13","60","0","2020-12-25 04:16:57.256857+01","309"
"65112858","https://vaccineimpact.com/2020/is-gods-judgment-about-to-fall-on-america-what-is-the-mark-of-the-beast/","5","1","13","0","2020-12-25 04:17:22.178811+01","19"
"65112862","http://thenewsdoctors.com/weekly-health-quiz-vaccines-technocracy-and-the-great-reset/","0","0","0","0","2020-12-25 04:17:23.547092+01","0"
"65113311","https://www.dailymail.co.uk/health/article-9076491/Why-people-wont-mind-Christmas-parties-cancelled.html?ns_mchannel=rss&ns_campaign=1490&ito=1490","3","5","13","0","2020-12-25 04:20:24.98337+01","21"
"65113385","https://magazine.medlineplus.gov/article/cheryll-plunkett-never-stops-fighting","0","0","1","0","2020-12-25 04:20:53.133032+01","1"
"65079381","https://www.nytimes.com/2020/12/04/health/many-of-us-are-stress-eating-because-of-the-pandemic.html","3132","1190","726","0","2020-12-25 00:07:51.843807+01","5048"
"65079328","https://www.naturalnews.com/2020-12-03-trump-can-still-devastate-the-deep-state.html","0","0","0","0","2020-12-25 00:07:30.918654+01","0"
"65079344","https://www.naturalnews.com/2020-12-03-breitbart-attacks-lin-wood.html","0","0","0","0","2020-12-25 00:07:36.535727+01","0"
"65079461","https://themindunleashed.com/2020/12/cannabis-legalization-approved-by-u-s-house-of-representatives-in-historic-vote.html","13076","2891","2963","0","2020-12-25 00:08:22.47702+01","18930"
"65079909","https://consciouslifenews.com/how-deadly-is-covid-right-now/11198937/","0","0","1","0","2020-12-25 00:11:16.634192+01","1"
"65079919","https://www.naturalnews.com/2020-12-05-300000-ballots-disappeared-transfer-new-york-pennsylvania.html","0","0","0","0","2020-12-25 00:11:22.248446+01","0"
"65079927","https://www.naturalnews.com/2020-12-05-antitrust-lawsuit-against-facebook.html","0","0","0","0","2020-12-25 00:11:25.007871+01","0"
"65080294","http://thenewsdoctors.com/how-a-health-leader-is-working-against-vaccine-skepticism-in-the-latino-community/","0","0","0","0","2020-12-25 00:13:41.368301+01","0"
"65080404","https://www.statnews.com/2020/12/07/bidens-cdc-pick-a-savvy-communicator-will-take-over-at-a-time-when-agencys-voice-has-been-muted/","185","13","118","0","2020-12-25 00:14:23.445867+01","316"
"65080447","https://www.dailymail.co.uk/health/article-9027411/Why-did-suddenly-start-talking-gibberish-DR-MARTIN-SCURR-answers-health-questions.html?ns_mchannel=rss&ns_campaign=1490&ito=1490","0","0","0","0","2020-12-25 00:14:39.359341+01","0"
"65080512","http://www.medicinenet.com/script/main/art.asp?articlekey=249581","0","0","1","0","2020-12-25 00:15:03.581609+01","1"
"65080595","https://www.webmd.com/breast-cancer/news/20201207/obesity-plays-role-in-higher-breast-cancer-rates-for-black-women","35","37","23","0","2020-12-25 00:15:31.597429+01","95"
"65080827","https://www.statnews.com/2020/12/08/fda-scientists-endorse-highly-effective-pfizer-biontech-covid-19-vaccine-ahead-of-key-panel/","5629","680","1243","0","2020-12-25 00:16:55.860644+01","7552"
"65080860","https://www.naturalnews.com/2020-12-07-trump-hating-pro-antifa-dominion-executive.html","0","0","0","0","2020-12-25 00:17:06.903701+01","0"
"65081005","https://www.latimes.com/science/newsletter/2020-12-08/coronavirus-today-thanksgiving-bump-covid-app-coronavirus-today","74","23","11","0","2020-12-25 00:17:58.981072+01","108"
"65080901","https://www.latimes.com/california/story/2020-12-08/la-covid-19-outdoor-dining-ban-limited-state-order-remains","298","155","101","0","2020-12-25 00:17:22.468595+01","554"
"65081317","https://www.naturalnews.com/2020-12-08-renowned-scientist-warns-coronavirus-vaccine-downright-dangerous.html","0","0","0","0","2020-12-25 00:19:53.072441+01","0"
"65081327","https://www.naturalnews.com/2020-12-08-powell-says-election-software-also-rigged-house-senate-governor-races.html","0","0","0","0","2020-12-25 00:19:56.677506+01","0"
"65081351","https://neurosciencenews.com/epigenetics-memory-alzheimers-17394/","155","13","159","0","2020-12-25 00:20:04.403118+01","327"
"65081310","https://www.statnews.com/pharmalot/2020/12/09/covid19-coronavirus-vaccine-pfizer-astrazeneca-pandemic/","2","0","1","0","2020-12-25 00:19:48.383448+01","3"
"65081467","https://healthimpactnews.com/2020/i-cant-keep-watching-patients-die-needlessly-medical-professor-testifies-to-congress-that-covid-cure-already-exists-with-ivermectin/","317","107","320","0","2020-12-25 00:20:52.786395+01","744"
"65081830","https://www.naturalnews.com/2020-12-09-analysis-voting-anomalies-prove-stolen-from-trump.html","0","0","0","0","2020-12-25 00:23:14.982585+01","0"
"65081832","https://www.naturalnews.com/2020-12-09-media-ignores-two-deaths-pfizer-covid19-vaccine.html","0","0","0","0","2020-12-25 00:23:15.647972+01","0"
"65084579","http://www.medicinenet.com/script/main/art.asp?articlekey=249937","2","0","2","0","2020-12-25 00:41:00.626506+01","4"
"65082019","http://www.medicinenet.com/script/main/art.asp?articlekey=249704","0","0","0","0","2020-12-25 00:24:27.40926+01","0"
"65083433","https://www.who.int/news/item/14-12-2020-available-for-review-chemical-background-documents-for-the-who-guidelines-for-drinking-water-quality","3","0","7","0","2020-12-25 00:33:30.364538+01","10"
"65083454","http://feeds.foxnews.com/~r/foxnews/health/~3/_CJ2rCGxFD0/allergic-reactions-to-vaccines-rare-short-lived","0","0","0","0","2020-12-25 00:33:37.824936+01","0"
"65083772","https://www.naturalnews.com/2020-12-14-asymptomatic-covid19-spread-not-real-masks-unnecessary.html","0","0","0","0","2020-12-25 00:35:38.317438+01","0"
"65083816","https://www.naturalnews.com/2020-12-13-australia-cancels-covid-vaccine-trial-false-positives.html","0","0","0","0","2020-12-25 00:35:55.362816+01","0"
"65083944","https://vaccineimpact.com/2020/the-covid-mrna-vaccine-and-the-commercial-conquest-of-the-planet-the-plan/","70","15","42","0","2020-12-25 00:36:45.990208+01","127"
"65083923","http://feeds.foxnews.com/~r/foxnews/health/~3/jMrvSU6OpPQ/what-to-expect-after-covid-19-vaccination-cdc","0","0","0","0","2020-12-25 00:36:38.286319+01","0"
"65083942","https://medicalkidnap.com/2020/12/15/the-covid-mrna-vaccine-and-the-commercial-conquest-of-the-planet-the-plan/","1","0","0","0","2020-12-25 00:36:45.282813+01","1"
"65084323","https://consciouslifenews.com/this-spice-might-extend-your-life/11199391/","0","0","1","0","2020-12-25 00:39:24.241732+01","1"
"65084411","https://www.latimes.com/science/story/2020-12-16/covid-19-vaccine-allergies-what-to-know","73","142","112","0","2020-12-25 00:39:56.922667+01","327"
"65084592","https://www.latimes.com/california/story/2020-12-16/san-diego-judge-allows-strip-clubs-to-stay-open-indicates-restaurants-could-reopen-too","585","399","377","0","2020-12-25 00:41:04.800045+01","1361"
"65084507","https://www.dailymail.co.uk/health/article-9061441/Dr-Fauci-says-Modernas-COVID-19-vaccine-FDA-emergency-approval-TOMORROW.html?ns_mchannel=rss&ns_campaign=1490&ito=1490","0","0","0","0","2020-12-25 00:40:32.530254+01","0"
"65084683","https://lifespa.com/ayurveda-digestion/","4","10","3","0","2020-12-25 00:41:41.339692+01","17"
"65084950","https://www.latimes.com/california/story/2020-12-17/southern-california-out-of-icu-beds-amid-covid-19-surge","46057","14661","7834","0","2020-12-25 00:43:28.886973+01","68552"
"65085830","https://neurosciencenews.com/emotion-reason-balance-17091/","498","32","274","0","2020-12-25 00:52:16.242907+01","804"
"65085887","https://www.dailymail.co.uk/health/article-8783203/Is-answer-threatening-allergic-reactions.html?ns_mchannel=rss&ns_campaign=1490&ito=1490","12","13","24","0","2020-12-25 00:52:39.575317+01","49"
"65091662","http://www.medicinenet.com/script/main/art.asp?articlekey=247662","0","0","0","0","2020-12-25 01:31:34.976573+01","0"
"65086201","http://feeds.foxnews.com/~r/foxnews/health/~3/_lZls3Ns8vY/coronavirus-more-contagious-beginning-pandemic-study","0","0","0","0","2020-12-25 00:54:43.343621+01","0"
"65086177","https://www.statnews.com/pharmalot/2020/09/29/fda-opioids-pain-clinical-trials/?utm_campaign=rss","44","1","25","0","2020-12-25 00:54:32.394245+01","70"
"65086328","https://www.nytimes.com/2020/09/28/well/eat/a-potential-downside-of-intermittent-fasting.html","1249","1695","735","0","2020-12-25 00:55:34.376389+01","3679"
"65086581","https://www.organicfacts.net/watermelon-radish.html","0","0","1","0","2020-12-25 00:57:12.869275+01","1"
"65086598","https://www.infowars.com/military-suicides-rise-20-during-coronavirus-pandemic/","6","3","49","0","2020-12-25 00:57:21.064242+01","58"
"65086766","http://www.emedicinehealth.com/script/main/art.asp?articlekey=247325","0","0","0","0","2020-12-25 00:58:26.174906+01","0"
"65086773","https://www.organicfacts.net/cardamom-coffee.html","0","0","1","0","2020-12-25 00:58:28.819349+01","1"
"65086687","https://www.latimes.com/entertainment-arts/business/story/2020-09-30/hollywood-fears-for-movies-theaters-survival-amid-covid-19-pandemic","1205","829","332","0","2020-12-25 00:57:57.312934+01","2366"
"65087003","https://www.dailymail.co.uk/news/article-8790313/All-NHS-staff-tested-weekly-coronavirus-matter-urgency-MPs-say.html?ns_mchannel=rss&ns_campaign=1490&ito=1490","0","0","0","0","2020-12-25 00:59:59.386527+01","0"
"65086906","https://www.naturalnews.com/2020-09-30-democrat-offering-good-reminder-use-molotov-cocktails.html","0","0","0","0","2020-12-25 00:59:22.106916+01","0"
"65087114","https://www.naturalhealth365.com/fluoride-exposure-child-health-3575.html","127","61","196","0","2020-12-25 01:00:46.793451+01","384"
"65087122","https://www.statnews.com/2020/10/02/dust-off-crystal-ball-2020-nobel-prize-predictions/?utm_campaign=rss","32","1","40","0","2020-12-25 01:00:49.850697+01","73"
"65087406","https://www.dailymail.co.uk/health/article-8799715/DR-MICHAEL-MOSLEY-power-mind-potent-painkiller.html?ns_mchannel=rss&ns_campaign=1490&ito=1490","44","10","24","0","2020-12-25 01:02:44.342293+01","78"
"65087434","https://vaccineimpact.com/2020/coronavirus-crushing-and-silencing-doctors-of-conscience/","127","7","72","0","2020-12-25 01:02:54.051931+01","206"
"65087280","https://www.naturalnews.com/2020-10-02-fbi-refused-to-investigate-ballots-for-cash-scheme-in-minneapolis.html","0","0","0","0","2020-12-25 01:01:53.058186+01","0"
"65087311","https://www.naturalnews.com/2020-10-01-democrats-projecting-evil-onto-trump-supporters.html","0","0","0","0","2020-12-25 01:02:06.444538+01","0"
"65087451","https://www.latimes.com/science/story/2020-10-02/what-is-trumps-prognosis-now-that-he-has-covid-19","26","17","38","0","2020-12-25 01:03:02.145487+01","81"
"65087463","https://www.healthy-holistic-living.com/parrots-in-wildlife-park-moved-after-swearing-at-visitors/","435","39","66","0","2020-12-25 01:03:06.104995+01","540"
"65087467","http://thenewsdoctors.com/bee-venom-could-kill-some-tumor-cells/","0","0","0","0","2020-12-25 01:03:07.485032+01","0"
"65087495","http://www.medicinenet.com/script/main/art.asp?articlekey=247388","0","0","1","0","2020-12-25 01:03:19.759417+01","1"
"65087786","https://www.nytimes.com/2020/10/03/at-home/things-to-do-this-week.html","57","18","33","0","2020-12-25 01:05:19.108977+01","108"
"65087956","https://neurosciencenews.com/pain-relief-sars-cov-2-17123/","136","22","164","0","2020-12-25 01:06:26.742046+01","322"
"65088062","https://www.medicaldaily.com/spanish-onlyspeaking-women-us-have-fewer-mammograms-456471","38","3","13","0","2020-12-25 01:07:07.762332+01","54"
"65088179","https://www.naturalnews.com/2020-10-04-cia-poison-julian-assange-steal-dna.html","0","0","0","0","2020-12-25 01:07:54.585024+01","0"
"65088053","https://www.ageofautism.com/2020/10/the-popes-traditional-view-of-autism-as-a-disability-gift.html","3","3","7","0","2020-12-25 01:07:04.782836+01","13"
"65088338","https://www.latimes.com/business/story/2020-10-05/card-clubs-la-county-reopen-outdoors","150","31","34","0","2020-12-25 01:09:02.273271+01","215"
"65088734","http://www.medicinenet.com/script/main/art.asp?articlekey=247473","0","0","0","0","2020-12-25 01:11:45.332325+01","0"
"65088736","http://www.medicinenet.com/script/main/art.asp?articlekey=247458","0","0","0","0","2020-12-25 01:11:45.910983+01","0"
"65088758","https://www.dailymail.co.uk/news/article-8809881/Map-reveals-Covid-19-infection-rates-soared-North-England-PHEs-Excel-bungle.html?ns_mchannel=rss&ns_campaign=1490&ito=1490","5","6","17","0","2020-12-25 01:11:55.871256+01","28"
"65089055","https://www.naturalnews.com/2020-10-07-biden-spins-proposed-nationwide-mask-mandate-now-calling-it-guidance.html","0","0","0","0","2020-12-25 01:13:56.508045+01","0"
"65089076","https://www.naturalnews.com/2020-10-06-giant-milkweed-effective-at-expelling-intestinal-parasites.html","0","0","0","0","2020-12-25 01:14:03.226364+01","0"
"65090137","http://feeds.foxnews.com/~r/foxnews/health/~3/xTGfIGetVFI/coronavirus-asymptomatic-80-uk-study","200","73","224","0","2020-12-25 01:21:20.449029+01","497"
"65091982","https://neurosciencenews.com/ghrelin-memory-17156/","57","6","81","0","2020-12-25 01:33:38.163792+01","144"
"65091993","https://www.nytimes.com/2020/10/13/health/coronavirus-vaccine-hesitancy-larson.html","1304","343","877","0","2020-12-25 01:33:44.016306+01","2524"
"65091999","https://www.latimes.com/california/story/2020-10-13/as-holidays-approach-california-unveils-new-rules-on-family-gatherings-social-events","10351","11727","3042","0","2020-12-25 01:33:46.09905+01","25120"
"65092115","http://www.medicinenet.com/script/main/art.asp?articlekey=247669","0","0","0","0","2020-12-25 01:34:29.013088+01","0"
"65092132","https://www.nytimes.com/2020/10/14/well/pandemic-grieving-alone-friends-support.html","1403","242","400","0","2020-12-25 01:34:34.708885+01","2045"
"65092272","https://www.dailymail.co.uk/news/article-8839039/Britains-coronavirus-cases-jump-40-week-19-724-infections.html?ns_mchannel=rss&ns_campaign=1490&ito=1490","419","335","188","0","2020-12-25 01:35:30.194083+01","942"
"65092435","http://blog.healthadvocate.com/2020/10/are-you-thinking-about-losing-weight/","0","0","0","0","2020-12-25 01:36:34.790129+01","0"
"65092455","https://neurosciencenews.com/jet-lag-cancer-immunity-17167/","7","0","23","0","2020-12-25 01:36:43.908065+01","30"
"65093472","http://www.emedicinehealth.com/script/main/art.asp?articlekey=247880","0","0","0","0","2020-12-25 01:43:39.938312+01","0"
"65093565","https://www.naturalnews.com/2020-10-16-skills-strategies-supplies-to-prep-for-emp.html","0","0","0","0","2020-12-25 01:44:17.830573+01","0"
"65093647","https://neurosciencenews.com/high-fructose-mental-health-17180/","614","158","341","0","2020-12-25 01:44:51.576825+01","1113"
"65093812","https://www.naturalnews.com/2020-10-17-china-using-students-to-steal-american-tech.html","0","0","0","0","2020-12-25 01:45:59.80709+01","0"
"65093816","https://www.naturalnews.com/2020-10-17-hunter-biden-sex-tapes-sexually-abusing-multiple-under-age-teens.html","0","0","0","0","2020-12-25 01:46:01.328233+01","0"
"65094085","https://www.dailymail.co.uk/health/article-8855855/Spending-social-services-save-lives-hundreds-babies-year-US.html?ns_mchannel=rss&ns_campaign=1490&ito=1490","0","0","0","0","2020-12-25 01:47:48.732952+01","0"
"65094335","http://www.medicinenet.com/script/main/art.asp?articlekey=247900","0","0","0","0","2020-12-25 01:49:31.794349+01","0"
"65094336","http://www.emedicinehealth.com/script/main/art.asp?articlekey=247919","0","0","0","0","2020-12-25 01:49:32.059918+01","0"
"65094419","https://www.latimes.com/science/story/2020-10-20/how-police-violence-became-a-public-health-issue","427","73","147","0","2020-12-25 01:50:06.686478+01","647"
"65094475","http://thenewsdoctors.com/oneness-versus-the-1/","0","0","0","0","2020-12-25 01:50:30.079339+01","0"
"65094611","http://feeds.foxnews.com/~r/foxnews/health/~3/vhW3HgU9Dp8/human-coronaviruses-inactivated-mouthwash-oral-rinses-study","75760","42792","48785","0","2020-12-25 01:51:25.869906+01","167337"
"65094704","https://www.naturalnews.com/2020-10-19-loeffler-enough-is-enough-big-tech-censorship.html","0","0","0","0","2020-12-25 01:51:46.462839+01","0"
"65094742","https://www.latimes.com/world-nation/story/2020-12-18/south-dakota-sioux-falls-coronavirus","96","32","58","0","2020-12-25 01:51:54.960039+01","186"
"65094898","https://www.dailymail.co.uk/health/article-8860881/People-kidney-disease-face-THREE-FOLD-higher-risks-dying-COVID-19.html?ns_mchannel=rss&ns_campaign=1490&ito=1490","26","2","30","0","2020-12-25 01:52:30.620121+01","58"
"65094886","https://neurosciencenews.com/multiple-sclerosis-intranasal-17195/","163","29","95","0","2020-12-25 01:52:28.223535+01","287"
"65094888","https://neurosciencenews.com/music-perception-17194/","132","15","121","0","2020-12-25 01:52:28.675783+01","268"
"65094905","https://www.latimes.com/california/story/2020-10-20/younger-adults-still-driving-covid-19-cases-in-l-a-county","999","554","236","0","2020-12-25 01:52:32.988294+01","1789"
"65094980","https://www.statnews.com/2020/12/18/kulkarni-victorious-in-best-biopharma-ceo-vote-leschly-tops-worst-list/?utm_campaign=rss","2","0","5","0","2020-12-25 01:52:50.056851+01","7"
"65095016","https://www.webmd.com/lung/news/20201020/uk-begins-controversial-coronavirus-challenge","144","17","47","0","2020-12-25 01:52:58.424988+01","208"
"65095144","https://www.naturalhealth365.com/youtube-censorship-who-3597.html","37","9","155","0","2020-12-25 01:53:26.220198+01","201"
"65095146","https://educateinspirechange.org/health/this-easy-sleep-trick-can-increase-your-mindfulness-levels-study-finds/","5","2","6","0","2020-12-25 01:53:26.67311+01","13"
"65095274","https://www.nytimes.com/2020/12/18/health/covid-vaccine-allergies.html","3686","1802","1436","0","2020-12-25 01:53:55.760529+01","6924"
"65095360","https://medicalkidnap.com/2020/12/18/why-does-the-who-now-admit-that-the-pcr-covid-tests-are-not-accurate-so-they-can-claim-the-vaccine-is-working/","65","11","44","0","2020-12-25 01:54:14.643564+01","120"
"65095361","https://www.medicaldaily.com/your-state-top-or-bottom-5-covid-19-cases-456736","0","0","6","0","2020-12-25 01:54:15.075136+01","6"
"65095441","http://thenewsdoctors.com/study-feeding-pigs-human-food-canceled-for-cruelty/","0","0","0","0","2020-12-25 01:54:33.462942+01","0"
"65095445","https://themindunleashed.com/2020/12/study-finds-eating-chili-peppers-could-extend-your-life.html","702","279","213","0","2020-12-25 01:54:34.190173+01","1194"
"65095659","https://www.latimes.com/lifestyle/story/2020-12-19/where-to-find-la-christmas-eve-church-services","314","267","43","0","2020-12-25 01:55:20.885122+01","624"
"65095665","https://www.latimes.com/california/story/2020-12-19/los-angeles-county-coronavirus-hospitalization-surge-rationing","8893","3286","2173","0","2020-12-25 01:55:22.079145+01","14352"
"65096166","https://www.dailymail.co.uk/news/article-8866937/Carers-banned-working-one-home-halt-Covid-spread.html?ns_mchannel=rss&ns_campaign=1490&ito=1490","71","95","61","0","2020-12-25 01:57:15.601929+01","227"
"65096203","https://www.webmd.com/lung/news/20201020/ireland-announces-6-week-lockdown-restrictions","1389","474","449","0","2020-12-25 01:57:25.471424+01","2312"
"65096291","https://www.statnews.com/pharmalot/2020/12/20/sackler-purdue-opioids-lawsuits/?utm_campaign=rss","53","11","50","0","2020-12-25 01:57:44.426442+01","114"
"65096442","https://www.statnews.com/pharmalot/2020/10/22/azar-fda-hahn-astrazeneca-vaccine-covid19-coronavirus-pandemic/?utm_campaign=rss","0","0","2","0","2020-12-25 01:58:18.723642+01","2"
"65096452","https://www.dailymail.co.uk/health/article-8868179/Coronavirus-cost-2-5-million-years-potential-human-life-US.html?ns_mchannel=rss&ns_campaign=1490&ito=1490","0","0","0","0","2020-12-25 01:58:20.795045+01","0"
"65096464","https://www.latimes.com/california/story/2020-10-22/orange-county-service-workers-pandemic","695","852","73","0","2020-12-25 01:58:23.158708+01","1620"
"65096560","https://www.naturalnews.com/2020-10-21-lead-linked-uptick-us-heart-disease-deaths.html","0","0","0","0","2020-12-25 01:58:44.787584+01","0"
"65096562","https://www.naturalnews.com/2020-10-21-facebook-twitters-intervention-highlights-dangerous-double-standard.html","0","0","0","0","2020-12-25 01:58:45.199551+01","0"
