id,title,author_id,body,raw_body,category,perex,url,source_id,other_info,published_at,extracted_at,feedback_facebook_id,monitoring_tags
"1055149","Drug Company Promotion Targets Animated Movie","12842","
Drug Company Promotions Reach New Low
This has got to be a first.
Whenever Pixar or Disney release ... <truncated>","<p><a name=""Skip""></a></p>
<p><strong><span class=""HSI_verd_9pt_bold_blue"">Drug Company Promotions R... <truncated>","{""eAlert News""}","<p>Whenever Pixar or Disney release an animated film, you can be sure there will be commercial tie-ins with McDonalds, Burger King, KFC, etc. - along with plenty of toys, books, cereals - the list is endless.</p>
<p>The post <a href=""https://hsionline.com/2006/10/31/drug-company-promotion-targets-animated-movie/"" rel=""nofollow"">Drug Company Promotion Targets Animated Movie</a> appeared first on <a href=""https://hsionline.com"" rel=""nofollow"">Health Sciences Institute - Official Site</a>.</p>","https://hsionline.com/2006/10/31/drug-company-promotion-targets-animated-movie/","177","{""tags"": [""eAlert News"", ""General Health"", ""Prescription Drug and FDA"", ""commercial tie-in"", ""pharmaceutical drug company"", ""pixar disney"", ""product placement""], ""updated_at"": ""2006-10-31 00:00:00Z""}","2006-10-31 01:00:00+01","2021-07-07 18:26:34.034492+02","108593086","english, medical"
"378985","Best DIY Natural Exfoliation Regimen for Healthy Skin Turnover","8085","Wake up to healthy, smooth, and radiant skin every morning! Easily following this DIY natural exfoli... <truncated>","<p>Wake up to healthy, smooth, and radiant skin every morning! Easily following this DIY natural exf... <truncated>","{Health,""Personal Care"",Recipes,Lifestyle}","<p>Wake up to healthy, smooth, and radiant skin every morning! Easily following this DIY natural exfoliation regimen with a combination of organic soap will leave your skin feeling velvety smooth. Step 1: Begin Your Day with Water and Lemon Start your day with an 8oz glass of room temperature lemon water to kick start your [&hellip;]</p>
","https://naturalnewsblogs.com/best-diy-natural-exfoliation-regimen-healthy-skin-turnover/","142","{""tags"": [""Best DIY Natural Exfoliation Regimen for Healthy Skin Turnover"", ""DIY Natural Exfoliation"", ""Exfoliation Regimen for Healthy Skin"", ""Healthy Skin Turnover"", ""natural exfoliation""], ""updated_at"": ""2015-10-06T16:42:13""}","2015-10-05 14:20:36+02","2019-09-19 15:20:13.104016+02","101387580","english, medical"
"378987","My Kids Loved this Best Ever Cauliflower Pizza Crust","7630","Best Ever Cauliflower Pizza Crust
I’ve been in a bit of a slump lately as far as trying new recipes.... <truncated>","<h2>Best Ever Cauliflower Pizza Crust</h2>
<p>I’ve been in a bit of a slump lately as far as trying ... <truncated>","{Health,""Personal Care"",Home,Recipes,Food,Nutrition,Lifestyle}","<p>Best Ever Cauliflower Pizza Crust I’ve been in a bit of a slump lately as far as trying new recipes. Since we have 5 teenagers and my husband is gluten-free, it is not always easy to not just give in and make 2 completely different meals.  But I’ve discovered an incredible new family favorite and [&hellip;]</p>
","https://naturalnewsblogs.com/kids-loved-best-ever-cauliflower-pizza-crust/","142","{""tags"": [""best ever cauliflower pizza crust"", ""cauliflower pizza crust"", ""Gluten Free Pizza"", ""gluten free recipes"", ""healthy family recipes"", ""kid friendly and gluten free""], ""updated_at"": ""2015-10-06T18:02:19""}","2015-10-06 18:02:19+02","2019-09-19 15:20:13.516006+02","101387584","english, medical"
"378998","Beat the bloat &#8211; Youtubers share natural remedies for bloating and water retention","7652","Ugh! Bloating, gas and abdominal swelling are commonly experienced by men and women of all ages – ac... <truncated>","<p>Ugh! Bloating, gas and abdominal swelling are commonly experienced by men and women of all ages –... <truncated>","{Health}","<p>Ugh! Bloating, gas and abdominal swelling are commonly experienced by men and women of all ages – according to one study, by 31% of Americans (1) &#8212; so there&#8217;s little need to describe the symptoms. But what causes these symptoms, and how can they be prevented and treated? There are many possible causes, and the [&hellip;]</p>
","https://naturalnewsblogs.com/beat-bloat-youtubers-share-natural-remedies-bloating-water-retention/","142","{""tags"": [""bloating"", ""IBS"", ""water rentention""], ""updated_at"": ""2015-10-09T14:03:56""}","2015-10-09 14:03:56+02","2019-09-19 15:20:22.687509+02","101387603","english, medical"
"378969","How to Safely Use Aromatherapy this Flu Season","7734","Do you have cabinets jam packed with pills, tablets, ointments and the latest, greatest supplements ... <truncated>","<p>Do you have cabinets jam packed with pills, tablets, ointments and the latest, greatest supplemen... <truncated>","{Health}","<p>Do you have cabinets jam packed with pills, tablets, ointments and the latest, greatest supplements advertised on late night TV? How many of them have actually did what they were supposed to do? If you&#8217;re like many others, you&#8217;re probably wishing you could just find something that simply works. Maybe you&#8217;ve looked into natural alternatives, [&hellip;]</p>
","https://naturalnewsblogs.com/safely-use-aromatherapy-flu-season/","142","{""tags"": [""Aromatherapy"", ""colds"", ""essential oils"", ""essential oils for kids"", ""flu""], ""updated_at"": ""2015-09-29T17:24:01""}","2015-09-29 13:41:47+02","2019-09-19 15:20:01.739979+02","108677518","english, medical"
"378971","Is Oversleeping Really a Bad Thing?","8282","When it comes to sleeping, everyone has an opinion on how much is too much and how little is too lit... <truncated>","<p><span style=""font-weight: 400;"">When it comes to sleeping, everyone has an opinion on how much is... <truncated>","{Health}","<p>When it comes to sleeping, everyone has an opinion on how much is too much and how little is too little. While experts seem to say that at least eight hours of sleep a night is ideal for an adult to function properly, they don’t talk about oversleeping too much. It seems that more people [&hellip;]</p>
","https://naturalnewsblogs.com/oversleeping-really-bad-thing/","142","{""tags"": [""back pain"", ""hypersomnia"", ""Sleep""], ""updated_at"": ""2015-09-30T10:26:09""}","2015-09-30 10:26:09+02","2019-09-19 15:20:02.141524+02","108677520","english, medical"
"378973","Clear and Present Dangers of Household Cleaning Products","7919","Chemical household cleaners are ubiquitous in supermarkets and hardware stores worldwide. It would b... <truncated>","<p>Chemical household cleaners are ubiquitous in supermarkets and hardware stores worldwide. It woul... <truncated>","{Health}","<p>Chemical household cleaners are ubiquitous in supermarkets and hardware stores worldwide. It would be rare to find a household that doesn’t have at least one bottle of bleach, ammonia or oven cleaner somewhere in the home. These chemical agents are toxic, hazardous and potentially fatal to humans. Yet, for all the efforts that some families [&hellip;]</p>
","https://naturalnewsblogs.com/clear-present-dangers-household-cleaning-products/","142","{""tags"": [""Chemicals"", ""cleaning"", ""health""], ""updated_at"": ""2015-09-30T10:45:03""}","2015-09-30 10:45:03+02","2019-09-19 15:20:04.456359+02","101387556","english, medical"
"378979","How Meditation Helps in Recovery from Drug Addiction","7767","The power of meditation is such that it can heal a number of health conditions that affect both the ... <truncated>","<p style=""text-align: justify;"">The power of meditation is such that it can heal a number of health ... <truncated>","{Health,""Personal Care"",Lifestyle}","<p>The power of meditation is such that it can heal a number of health conditions that affect both the body and the mind. Meditation is an ancient practice that dates back over 5000 years. Practiced by various cultures across the globe, meditation elevates the state of your mind whilst supporting physical and mental balance. Several [&hellip;]</p>
","https://naturalnewsblogs.com/meditation-helps-recovery-drug-addiction/","142","{""tags"": [""drug addiction"", ""meditation""], ""updated_at"": ""2015-10-02T10:21:10""}","2015-10-02 10:21:10+02","2019-09-19 15:20:07.353605+02","101387567","english, medical"
"378997","Five Tips to Help Manage Pain Naturally From a Serious Injury","8296","After a serious injury, pain management becomes a tricky topic. You can’t simply ignore the pain, be... <truncated>","<p>After a serious injury, pain management becomes a tricky topic. You can’t simply ignore the pain,... <truncated>","{Health}","<p>After a serious injury, pain management becomes a tricky topic. You can’t simply ignore the pain, because it affects nearly every aspect of your life—walking, working, daily chores, and even sleep. But you also want to avoid both the economic and physical costs of painkilling drugs. Scientists and medical professionals worry about America’s pain problem, [&hellip;]</p>
","https://naturalnewsblogs.com/five-tips-help-manage-pain-naturally-serious-injury/","142","{""tags"": [""heal injuries"", ""Natural healing"", ""pain management""], ""updated_at"": ""2015-10-09T14:32:32""}","2015-10-09 13:43:20+02","2019-09-19 15:20:20.374331+02","101387602","english, medical"
"379008","How Project 22 Raises Awareness about Veteran Suicide","8006","A cross-country motorbike ride covering 6,500 miles, effectively raises awareness about veteran suic... <truncated>","<p class=""western"" style=""text-align: justify;""><span style=""font-family: DejaVu Sans,sans-serif;""><... <truncated>","{Health}","<p>A cross-country motorbike ride covering 6,500 miles, effectively raises awareness about veteran suicide, which has become an epidemic that claims about 22 veterans everyday. The motorbike ride covers the regions San Francisco, New Orleans and New York. Project 22 is a film on this cross-country journey of two veterans, who have experienced the suffering of [&hellip;]</p>
","https://naturalnewsblogs.com/project-22-raises-awareness-veteran-suicide/","142","{""tags"": [""HBOT"", ""Hyperbaric Therapy"", ""Project 22"", ""veteran suicide""], ""updated_at"": ""2015-10-14T14:06:15""}","2015-10-14 14:06:15+02","2019-09-19 15:20:29.923459+02","101387615","english, medical"
"379012","What if we are wrong about Alzheimer’s disease?","8353","Previously, I demonstrated that cholesterol is a vital component of our brain (1). Without it, our n... <truncated>","<p>Previously, I demonstrated that cholesterol is a vital component of our brain (1). Without it, ou... <truncated>","{Health}","<p>Previously, I demonstrated that cholesterol is a vital component of our brain (1). Without it, our neurons cannot work properly leading to an increased risk of neurological problems such as depression, anxiety, Parkinson, and Alzheimer’s disease. The connection between Alzheimer’s disease and cholesterol is based entirely on the amyloid hypothesis. This hypothesis was first proposed [&hellip;]</p>
","https://naturalnewsblogs.com/wrong-alzheimers-disease/","142","{""tags"": [""Alzheimer's Signs"", ""Alzhemier's"", ""Alzhemier's disease""], ""updated_at"": ""2015-10-16T10:34:22""}","2015-10-16 10:34:22+02","2019-09-19 15:20:33.076881+02","101387622","english, medical"
"424288","7 Facts About Depression That Will Blow You Away","14398","


Adapted from A Mind of Your Own by Kelly Brogan, MD
A silent tragedy in the history of modern hea... <truncated>","<div class=""pbs-main-wrapper""><div class=""youtube-video"">
<iframe width=""500"" height=""281"" src=""http... <truncated>","{""Gut Health and Mood"",Antidepressants,""A Mind of Your Own"",""Drug Side Effects"",""Gluten Free"",Hormones,""Emotional Eating"",Fatigue,Anxiety,""Defeat Depression""}","<p>Adapted from A Mind of Your Own by Kelly Brogan, MD A silent tragedy in the history of modern health care is happening right now in America, but no one is talking about it. We have been told a story of depression: that it is caused by a chemical imbalance and cured by a chemical</p>
","https://kellybroganmd.com/7-facts-about-depression-that-will-blow-you-away/","265","{""tags"": [""A Mind of Your Own"", ""Depression"", ""Discontinuation Syndrome"", ""Dr. Irving Kirsch"", ""Dr. Kelly Brogan"", ""Holistic Psychiatry"", ""Inflammation"", ""Kelly Brogan"", ""Serotonin""], ""updated_at"": ""2018-01-09T23:52:29""}","2016-05-06 11:28:41+02","2019-10-02 20:37:13.184806+02","108720293","english, medical"
"378999","Changing your brain with meditation","8406","At face value it looks as if a meditating person isn’t doing very much as they sit serenely with the... <truncated>","<p>At face value it looks as if a meditating person isn’t doing very much as they sit serenely with ... <truncated>","{Health}","<p>At face value it looks as if a meditating person isn’t doing very much as they sit serenely with their eyes closed. It&#8217;s a practice I have done for a while and have always felt was good for me, but in the past I have found it hard to justify to others.  That changed recently when I [&hellip;]</p>
","https://naturalnewsblogs.com/changing-brain-meditation/","142","{""tags"": [""brain with meditation"", ""meditate"", ""meditation""], ""updated_at"": ""2015-10-12T17:28:05""}","2015-10-12 15:02:44+02","2019-09-19 15:20:22.914469+02","101387604","english, medical"
"379003","Are You at Danger From Bad Contact Lens Habits?","7734","Contact lenses have been getting a lot of attention recently as the Center for Disease Control has b... <truncated>","<p>Contact lenses have been getting a lot of attention recently as the Center for Disease Control ha... <truncated>","{Health}","<p>Contact lenses have been getting a lot of attention recently as the Center for Disease Control has been studying to see if contact lens users’ bad habits affect their health. Many contacts lens wearers tend to clean too infrequently, wear their contacts past the expiration or wear them overnight against advisement. In fact, most contact [&hellip;]</p>
","https://naturalnewsblogs.com/danger-bad-contact-lens-habits/","142","{""tags"": [""contact lens safety"", ""contact lenses"", ""eye infections""], ""updated_at"": ""2015-10-12T15:19:55""}","2015-10-12 15:19:55+02","2019-09-19 15:20:26.24589+02","101387608","english, medical"
"378990","Understanding nutrition: Part 1","8157","For the most part, when we read textbooks or try to figure out the jargon associated with nutrition,... <truncated>","<p>For the most part, when we read textbooks or try to figure out the jargon associated with nutriti... <truncated>","{Health}","<p>For the most part, when we read textbooks or try to figure out the jargon associated with nutrition, it tends to confuse or even alienate us. It certainly did that to me in the beginning when I tried to make sense of it all. And what a shame that was, because to be able to [&hellip;]</p>
","https://naturalnewsblogs.com/understanding-nutrition-part-1/","142","{""tags"": [""Diet and Nutrition"", ""nutrition"", ""Understanding nutrition""], ""updated_at"": ""2015-10-07T15:09:52""}","2015-10-07 15:09:52+02","2019-09-19 15:20:16.490296+02","101387591","english, medical"
"379010","5 Reasons To Drink Coffee (As If you Needed Any Encouragement!)","8045","If you are a coffee lover, it is most likely that you’re hardly going to need more encouragement to ... <truncated>","<p>If you are a coffee lover, it is most likely that you&#8217;re hardly going to need more encourag... <truncated>","{Health}","<p>If you are a coffee lover, it is most likely that you&#8217;re hardly going to need more encouragement to drink more of that liquid gold! But just in case your coffee addiction needed a little motivation boost, here are some of the top health benefits of drinking coffee! 1. Drinking Coffee Could Help You Lose [&hellip;]</p>
","https://naturalnewsblogs.com/5-reasons-drink-coffee-needed-encouragement/","142","{""tags"": [""benefits of cinnamon"", ""benefits of coffee"", ""butter coffee"", ""cinnamon coffee"", ""Coffee"", ""health benefits of coffee"", ""how to make coffee health""], ""updated_at"": ""2015-10-15T17:50:44""}","2015-10-15 14:40:03+02","2019-09-19 15:20:30.359027+02","101387618","english, medical"
"379015","Are our cities making us unhealthy in ways we never expected?","8406","
As the world becomes more urbanised, and more people live in apartments without any connection to t... <truncated>","<div style=""text-align: left;"">
<p>As the world becomes more urbanised, and more people live in apar... <truncated>","{Health}","<p>As the world becomes more urbanised, and more people live in apartments without any connection to the awe-inspiring power of nature, there is some science that shows this shift could have ramifications that we didn’t expect. In fact, some of the leading researchers in this field believe that depriving people of awe is directly tied to the broader [&hellip;]</p>
","https://naturalnewsblogs.com/cities-making-us-unhealthy-ways-never-expected/","142","{""tags"": [""city"", ""meditation"", ""unhealthy""], ""updated_at"": ""2015-10-20T12:23:36""}","2015-10-19 11:01:15+02","2019-09-19 15:20:35.42525+02","101387628","english, medical"
"424289","Microbiome and the Modern Environment: A Global Drift Toward Dysbiosis?","14398","The Journal of Physiological Anthropology has published a series looking at the effects of the moder... <truncated>","<div class=""pbs-main-wrapper""><p class=""post-excerpt"">The <em>Journal of Physiological Anthropology<... <truncated>","{""Rethink Health"",""Self Improvement"",""Gut Health and Mood"",""Emotional Eating"",""A Mind of Your Own""}","<p>The Journal of Physiological Anthropology has published a series looking at the effects of the modern environment on the microbiome. In this guest blog, authors of research in the series, Alan Logan and Susan Prescott explain more about this connection. What is physiological anthropology? Physiological anthropology (PA) is a unique hub for many specialized branches</p>
","https://kellybroganmd.com/microbiome-and-the-modern-environment/","265","{""tags"": [""A Mind of Your Own"", ""Adam Logan"", ""Dr. Kelly Brogan"", ""Dysbiosis"", ""Gut Health"", ""Kelly Brogan"", ""Microbiome"", ""Susan Prescott""], ""updated_at"": ""2017-03-23T00:09:03""}","2016-05-13 20:26:37+02","2019-10-02 20:37:13.361042+02","108720294","english, medical"
"379046","Top 4 Cancer Threats","8043","There are no shortage of cancer threats these days and people are starting to become angry at the th... <truncated>","<p>There are no shortage of cancer threats these days and people are starting to become angry at the... <truncated>","{Health}","<p>There are no shortage of cancer threats these days and people are starting to become angry at the thought of the very word. There are not many things that stir up as much fear and anger as cancer, and for good reason. With no real &#8220;cure&#8221; being brought forward by pharmaceutical companies, and natural ones being suppressed, [&hellip;]</p>
","https://naturalnewsblogs.com/top-4-cancer-threats/","142","{""tags"": [""cancer"", ""cancer threats"", ""top cancer threats""], ""updated_at"": ""2015-11-02T12:45:14""}","2015-10-30 11:31:19+01","2019-09-19 15:20:57.447411+02","108677545","english, medical"
"378995","3D Stereoscopy and its Relevance for the Digital Imaging Industry","8354","When the idea of writing this article struck me, I wasn’t too sure whether to go with it because out... <truncated>","<p class=""western""><span style=""font-family: Cambria, serif;""><span style=""font-size: medium;"">When ... <truncated>","{Health}","<p>When the idea of writing this article struck me, I wasn’t too sure whether to go with it because outlying 3D stereoscopy requires one to mug up with a lot of technicalities. And readers, especially the ones, who are not that savvy, don’t prefer to read articles, bombarded with technical jargons. But I still decided [&hellip;]</p>
","https://naturalnewsblogs.com/3d-stereoscopy-relevance-digital-imaging-industry/","142","{""tags"": [""3d visualisation"", ""architectural illustration"", ""CGI company""], ""updated_at"": ""2015-10-08T10:22:47""}","2015-10-08 10:22:47+02","2019-09-19 15:20:19.960032+02","101387600","english, medical"
"379001","Why You Should Grow Loofah in Your Garden","7950","The loofah plant is one of the most versatile plant. This vegetable can be used for food, cleaning, ... <truncated>","<p align=""left""><span style=""font-family: Liberation Serif,serif;"">The loofah plant is one of the mo... <truncated>","{Health,News,Gardening,""Nutritional Medicine"",""Herbal Medicine"",Medicine,Nutrition,Recipes,Food}","<p>The loofah plant is one of the most versatile plant. This vegetable can be used for food, cleaning, and medicinal purposes. Loofah are squashes that grow in different sizes. They are more commonly known for their dried skeleton that make sponges when dried. They are fairly easy to grow in your garden. Two Species of [&hellip;]</p>
","https://naturalnewsblogs.com/grow-loofah-garden/","142","{""tags"": [""kitchen sponges"", ""loofah"", ""loofah for food"", ""loofah for medicine"", ""luffa"", ""si gua"", ""sponge bath""], ""updated_at"": ""2015-10-12T17:33:34""}","2015-10-12 15:07:08+02","2019-09-19 15:20:23.346058+02","101387606","english, medical"
"378980","How and Why You Need to Clean Your Upholstery","8403","Your home is where many of the investments you love such as upholstery are found. But like other thi... <truncated>","<p>Your home is where many of the investments you love such as upholstery are found. But like other ... <truncated>","{Health,Home,Lifestyle}","<p>Your home is where many of the investments you love such as upholstery are found. But like other things, furniture and other upholstery wear and tear over time. However, you can prolong their life with regular and proper cleaning. Below are the pointers you need to remember when cleaning them. Understand upholstery-cleaning codes. The furniture [&hellip;]</p>
","https://naturalnewsblogs.com/need-clean-upholstery/","142","{""tags"": [""cleaning""], ""updated_at"": ""2015-10-02T11:04:40""}","2015-10-02 11:04:40+02","2019-09-19 15:20:07.6035+02","101387570","english, medical"
"379011","CLINICAL TRIALS, RESEARCH OPPORTUNITIES, PAID STUDIES : MAYBE NOT","8346","A side effect of chronic disease is the number of solicitations patients get asking them to particip... <truncated>","<p>A side effect of chronic disease is the number of solicitations patients get asking them to parti... <truncated>","{Health}","<p>A side effect of chronic disease is the number of solicitations patients get asking them to participate in efforts, called clinical trials, to validate new drugs for FDA approval. A clinical trial is an experiment on human volunteers to determine the effectiveness of a drug that manufacturers are required to undertake to justify it’s retail [&hellip;]</p>
","https://naturalnewsblogs.com/clinical-trials-research-opportunities-paid-studies-maybe-not/","142","{""tags"": [""clinical trials"", ""paid studies"", ""research oppurtunities""], ""updated_at"": ""2015-10-16T10:20:55""}","2015-10-16 10:20:55+02","2019-09-19 15:20:32.852467+02","101387620","english, medical"
"379006","Steps to Help You Increase Sales and Conversions With Your Online Store","8403","You might have a great product or service but your analytics report show that you are just not makin... <truncated>","<p>You might have a great product or service but your analytics report show that you are just not ma... <truncated>","{Health}","<p>You might have a great product or service but your analytics report show that you are just not making enough money! Not to worry though as there are a number of ways to help increase your conversions. Some of them include the following: Add things such as customer testimonials, or reviews to help show potential clients [&hellip;]</p>
","https://naturalnewsblogs.com/steps-help-increase-sales-conversions-online-store/","142","{""tags"": [""increase conversions"", ""increase sales"", ""increase sales and conversions""], ""updated_at"": ""2015-10-14T14:00:22""}","2015-10-14 14:00:22+02","2019-09-19 15:20:29.500197+02","101387611","english, medical"
"379016","Your Diet and How it Affects Your Happiness","7934","“When we free ourselves from the false promise of reward, we often find the thing we were seeking ha... <truncated>","<p>“When we free ourselves from the false promise of reward, we often find the thing we were seeking... <truncated>","{Health,""Mental Health"",""Weight Loss"",Food,Nutrition,Fitness}","<p>“When we free ourselves from the false promise of reward, we often find the thing we were seeking happiness from was the main source of our misery.” – The Willpower Instinct by Kelly McGonigal Food and Your Feelings Many times we don’t consider why we are actually eating. Meals become habits and can often have [&hellip;]</p>
","https://naturalnewsblogs.com/diet-affects-happiness/","142","{""tags"": [""blood glucose"", ""dieting"", ""happiness"", ""health""], ""updated_at"": ""2015-10-19T16:43:00""}","2015-10-19 11:04:03+02","2019-09-19 15:20:35.639734+02","101387630","english, medical"
"379020","The Mountain in Labor and the Statin-Industrial Complex","8408","Almost three thousand years ago, the Greek fabulist Aesop told the story of the mountain in labor. T... <truncated>","<p>Almost three thousand years ago, the Greek fabulist Aesop told the story of the mountain in labor... <truncated>","{Health,Pharmaceuticals}","<p>Almost three thousand years ago, the Greek fabulist Aesop told the story of the mountain in labor. The mountain shook, and rumbled, and emitted ominous-looking clouds of black smoke, and as the local villagers looked on in horror, the earth opened up and out of the fissure jumped… a mouse. It’s uncanny. It’s almost as [&hellip;]</p>
","https://naturalnewsblogs.com/mountain-labor-statin-industrial-complex/","142","{""tags"": [""Statin"", ""statin drugs"", ""statin industrial complex""], ""updated_at"": ""2015-10-19T16:24:13""}","2015-10-19 15:56:44+02","2019-09-19 15:20:39.606083+02","101387638","english, medical"
"379026","Understanding Nutrition: Part 5","8157","Like vitamins, minerals are micronutrients, which our bodies require, in small but steady supplies.
... <truncated>","<p>Like vitamins, minerals are micronutrients, which our bodies require, in small but steady supplie... <truncated>","{Health}","<p>Like vitamins, minerals are micronutrients, which our bodies require, in small but steady supplies. As micronutrients, the importance of minerals in our diet is far greater than the required amount indicates. Our material bodies are made up of more than 100 elements, which have been identified. Of these, four elements make up 96% of our [&hellip;]</p>
","https://naturalnewsblogs.com/understanding-nutrition-part-5/","142","{""tags"": [""macro and micronutrients"", ""nutrition"", ""Understanding nutrition""], ""updated_at"": ""2015-10-21T16:43:25""}","2015-10-21 12:16:41+02","2019-09-19 15:20:43.212933+02","108677525","english, medical"
"424299","Homicide and the SSRI Drugs Alibi","14398","What kind of a person would murder their own children? A sociopath, right? A deranged menace to soci... <truncated>","<div class=""pbs-main-wrapper""><p><img class=""aligncenter size-full wp-image-10424"" src=""https://kell... <truncated>","{""Rethink Health"",Tapering,Antidepressants,""A Mind of Your Own"",""Drug Side Effects"",Stress,""Defeat Depression""}","<p>What kind of a person would murder their own children? A sociopath, right? A deranged menace to society who deserves to be removed from society for life. What if I told you that this person could be you, just one psychiatric medication prescription away from who you are today. With a bottle of Seroquel nearby,</p>
","https://kellybroganmd.com/homicide-and-the-ssri-alibi/","265","{""tags"": [""A Mind of Your Own"", ""Antidepressants"", ""Depression"", ""Homicide"", ""Kelly Brogan"", ""Kelly Brogan MD"", ""Medication tapering"", ""Psychotropics"", ""Robert Whitaker"", ""Sofya Tsygankova""], ""updated_at"": ""2017-11-21T06:04:28""}","2016-06-22 14:06:14+02","2019-10-02 20:37:17.051255+02","108720304","english, medical"
"379030","Stroke leading cause of death in the US. Nutrition associated with stroke.","8039","The Center for Disease Control and Prevention Report has released a report specifying leading causes... <truncated>","<p>The Center for Disease Control and Prevention Report has released a report specifying leading cau... <truncated>","{Health}","<p>The Center for Disease Control and Prevention Report has released a report specifying leading causes of death in the United States. Stroke has dropped from it’s fourth place ranking to fifth switching positions with unintentional injuries which killed 1, 579 more people than stroke in 2013.</p>
","https://naturalnewsblogs.com/stroke-leading-cause-death-us-nutrition-associated-stroke/","142","{""tags"": [""death"", ""health"", ""heart disease"", ""nutrition"", ""stroke""], ""updated_at"": ""2015-10-23T11:23:57""}","2015-10-23 11:23:57+02","2019-09-19 15:20:46.235576+02","108677529","english, medical"
"379019","Antibiotic resistant genes identified in young children","8039","A new study publicized in Plos ONE has analyzed the level of antibiotic resistant genes found in the... <truncated>","<p>A new study publicized in Plos ONE has analyzed the level of antibiotic resistant genes found in ... <truncated>","{Health}","<p>A new study publicized in Plos ONE has analyzed the level of antibiotic resistant genes found in the intestinal tract of American children under the age of five. According to a recent report by the Center for Disease Control and Prevention, antibiotic-resistant infections cause at least 2 million illnesses and 23,000 deaths annually, adding $20 billion in health-care [&hellip;]</p>
","https://naturalnewsblogs.com/antibiotic-resistant-genes-identified-young-children/","142","{""tags"": [""2500 new genes"", ""Antibiotic resistant genes"", ""children"", ""health""], ""updated_at"": ""2015-10-20T18:12:05""}","2015-10-19 15:39:11+02","2019-09-19 15:20:36.263222+02","101387636","english, medical"
"379009","Understand Nutrition: Part 3","8157","An easily burnable form of energy comes to us in the form of sugar or starch.
Carbohydrates have a v... <truncated>","<p>An easily burnable form of energy comes to us in the form of sugar or starch.</p>
<p>Carbohydrate... <truncated>","{Health}","<p>An easily burnable form of energy comes to us in the form of sugar or starch. Carbohydrates have a very bad public image in that they are generally thought of as fattening. This is because most of the carbohydrate consumed in this country has been processed or refined, leaving an empty calorie. In their whole, [&hellip;]</p>
","https://naturalnewsblogs.com/understand-nutrition-part-3/","142","{""tags"": [""nutrition"", ""understand nutrition"", ""Understanding nutrition""], ""updated_at"": ""2015-10-14T18:26:39""}","2015-10-14 18:13:17+02","2019-09-19 15:20:30.143333+02","101387616","english, medical"
"379033","Liam Hemsworth is Now Following Veganism","7969","Liam Hemsworth is known for his great physique, just like his brother Chris. Recently, he admitted t... <truncated>","<p>Liam Hemsworth is known for his great physique, just like his brother Chris. Recently, he admitte... <truncated>","{Health,Food,Fitness}","<p>Liam Hemsworth is known for his great physique, just like his brother Chris. Recently, he admitted that he has gotten strict about his diet and what he eats. In Men’s Health, he said that he has been adapting a vegan diet. Why He Decided Veganism? According to Liam, he could no longer eat meat because [&hellip;]</p>
","https://naturalnewsblogs.com/liam-hemsworth-now-following-veganism/","142","{""tags"": [""Liam Hemsworth"", ""vegan"", ""veganism""], ""updated_at"": ""2015-10-26T12:19:55""}","2015-10-26 12:19:55+01","2019-09-19 15:20:49.073366+02","108677532","english, medical"
"379036","21 Tips For Successful Natural Childbirth","8410","( This information is NOT to be used in place of medical advice. You are strongly encouraged to chec... <truncated>","<p><span style=""color: #454545;""><i>( This information is NOT to be used in place of medical advice.... <truncated>","{Health,""Holistic Medicine"",""Personal Care"",""Herbal Medicine"",Medicine,""Child Care"",Lifestyle}","<p>( This information is NOT to be used in place of medical advice. You are strongly encouraged to check in with your healthcare provider. This piece is written for inspiration purposes only. ) So you are thinking about natural birth? Or do you have your mind set on it already ? Whether the first or [&hellip;]</p>
","https://naturalnewsblogs.com/21-tips-successful-natural-childbirth/","142","{""tags"": [""bioweapons laboratories"", ""fear-free birth"", ""herbal tea"", ""herbal tea for childbirth"", ""herbal tea for pregnancy"", ""home birth"", ""hospital birth"", ""how to prepare for natural childbirth"", ""how to prepare for naytural labor"", ""inspiration for natural labor""], ""updated_at"": ""2015-10-26T17:45:16""}","2015-10-26 12:37:24+01","2019-09-19 15:20:49.777328+02","108677535","english, medical"
"424300","Before You Fill That Benzo Prescription: READ THIS","14398","“It feels like I’m plugged into an electric socket and every move I make shoots voltage throughout m... <truncated>","<div class=""pbs-main-wrapper""><p><em>“It feels like I’m plugged into an electric socket and every mo... <truncated>","{""Rethink Health"",""Vital Mind Reset"",Antidepressants,""A Mind of Your Own"",Anxiety,""Drug Side Effects"",""Defeat Depression""}","<p>“It feels like I’m plugged into an electric socket and every move I make shoots voltage throughout my body. I’m nauseous and my stomach feels like it’s on fire. Of course, I can’t sleep, and I spend the whole day thinking something terrible is happening. I have to tell you, there’s no way I can</p>
","https://kellybroganmd.com/benzos/","265","{""tags"": [""A Mind of Your Own"", ""Antidepressants"", ""Ativan"", ""benzo withdrawal"", ""Benzos"", ""Depression"", ""drug side effects"", ""Kelly Brogan"", ""Klonopin"", ""Kundalini Yoga""], ""updated_at"": ""2017-11-21T06:04:19""}","2016-06-30 20:44:13+02","2019-10-02 20:37:19.222686+02","108720305","english, medical"
